hour,stamp,obs_pres_hPa,obs_atmp_C,obs_rh,obs_wspd_m_s,err_T_K,err_p_Pa,err_rho,err_u,err_v
719.0,2026-09-03 23:00,1013.3,16.7,0.9811212881545688,6.0,0.0,0.0,0.0,0.0,0.0
720.0,2026-09-04 00:00,1012.8,16.9,0.9811500601736323,6.0,0.0,0.0,0.0,0.0,0.0
721.0,2026-09-04 01:00,1012.6,16.5,0.9810924504239088,4.0,0.0,0.0,0.0,0.0,0.0
722.0,2026-09-04 02:00,1012.5,16.2,0.9873306628630374,4.0,0.0,0.0,0.0,0.0,0.0
723.0,2026-09-04 03:00,1012.3,16.1,0.9936426955816314,4.0,0.0,0.0,0.0,0.0,0.0
724.0,2026-09-04 04:00,1012.3,16.1,0.9873209445016359,2.0,0.0,0.0,0.0,0.0,0.0
725.0,2026-09-04 05:00,1013.0,16.2,0.9873306628630374,2.0,0.0,0.0,0.0,0.0,0.0
726.0,2026-09-04 06:00,1012.9,16.3,0.9810635467820615,2.0,0.0,0.0,0.0,0.0,0.0
727.0,2026-09-04 07:00,1012.6,16.3,0.9748218267311902,2.0,0.0,0.0,0.0,0.0,0.0
728.0,2026-09-04 08:00,1012.6,16.3,0.9810635467820615,2.0,0.0,0.0,0.0,0.0,0.0
729.0,2026-09-04 09:00,1012.6,16.4,0.9748409953066477,3.0,0.0,0.0,0.0,0.0,0.0
730.0,2026-09-04 10:00,1012.7,16.2,0.9685911933266312,3.0,0.0,0.0,0.0,0.0,0.0
731.0,2026-09-04 11:00,1012.8,16.0,0.9562064948738794,4.0,0.0,0.0,0.0,0.0,0.0
732.0,2026-09-04 12:00,1012.9,15.9,0.9439658914059306,3.0,0.0,0.0,0.0,0.0,0.0
733.0,2026-09-04 13:00,1013.1,15.7,0.9499770180367135,2.0,0.0,0.0,0.0,0.0,0.0
734.0,2026-09-04 14:00,1013.3,15.7,0.9499770180367135,2.0,0.0,0.0,0.0,0.0,0.0
735.0,2026-09-04 15:00,1013.9,15.9,0.9259116494345963,3.0,0.0,0.0,0.0,0.0,0.0
736.0,2026-09-04 16:00,1014.4,16.1,0.9141719642448332,2.0,0.0,0.0,0.0,0.0,0.0
737.0,2026-09-04 17:00,1014.9,16.3,0.9084322536567121,2.0,0.0,0.0,0.0,0.0,0.0
738.0,2026-09-04 18:00,1015.2,16.4,0.8968740086034812,3.0,0.0,0.0,0.0,0.0,0.0
739.0,2026-09-04 19:00,1015.5,16.5,0.8854627360062293,2.0,0.0,0.0,0.0,0.0,0.0
740.0,2026-09-04 20:00,1015.5,16.7,0.8742873885861225,2.0,0.0,0.0,0.0,0.0,0.0
741.0,2026-09-04 21:00,1015.5,16.8,0.8631718375963754,3.0,0.0,0.0,0.0,0.0,0.0
742.0,2026-09-04 22:00,1015.4,16.8,0.8743781232969751,4.0,0.0,0.0,0.0,0.0,0.0
743.0,2026-09-04 23:00,1015.2,16.9,0.8801159346607038,4.0,0.0,0.0,0.0,0.0,0.0
744.0,2026-09-05 00:00,1014.7,17.0,0.8858780418260157,5.0,0.0,0.0,0.0,0.0,0.0
745.0,2026-09-05 01:00,1014.6,17.0,0.8858780418260157,5.0,0.0,0.0,0.0,0.0,0.0
746.0,2026-09-05 02:00,1014.7,17.0,0.8858780418260157,5.0,0.0,0.0,0.0,0.0,0.0
747.0,2026-09-05 03:00,1014.7,16.7,0.9087014860853055,5.0,0.0,0.0,0.0,0.0,0.0
748.0,2026-09-05 04:00,1014.9,16.7,0.9145515133163944,6.0,0.0,0.0,0.0,0.0,0.0
749.0,2026-09-05 05:00,1015.3,16.6,0.9144884273421633,6.0,0.0,0.0,0.0,0.0,0.0
750.0,2026-09-05 06:00,1015.4,16.5,0.9085670159045697,5.0,0.0,0.0,0.0,0.0,0.0
751.0,2026-09-05 07:00,1015.2,16.4,0.9143620490434257,6.0,0.0,0.0,0.0,0.0,0.0
752.0,2026-09-05 08:00,1015.4,16.4,0.9202576709599566,5.0,0.0,0.0,0.0,0.0,0.0
753.0,2026-09-05 09:00,1015.3,16.4,0.9261866978694545,6.0,0.0,0.0,0.0,0.0,0.0
754.0,2026-09-05 10:00,1015.0,16.3,0.9380993353170113,5.0,0.0,0.0,0.0,0.0,0.0
755.0,2026-09-05 11:00,1014.7,16.3,0.9380993353170113,5.0,0.0,0.0,0.0,0.0,0.0
756.0,2026-09-05 12:00,1014.5,16.2,0.9380530063312782,6.0,0.0,0.0,0.0,0.0,0.0
757.0,2026-09-05 13:00,1014.4,16.1,0.9319972954802321,6.0,0.0,0.0,0.0,0.0,0.0
758.0,2026-09-05 14:00,1014.4,16.1,0.9319972954802321,5.0,0.0,0.0,0.0,0.0,0.0
759.0,2026-09-05 15:00,1014.9,16.1,0.9440500056046207,4.0,0.0,0.0,0.0,0.0,0.0
760.0,2026-09-05 16:00,1015.1,16.2,0.9025273159768378,4.0,0.0,0.0,0.0,0.0,0.0
761.0,2026-09-05 17:00,1015.3,16.3,0.8910309142527234,5.0,0.0,0.0,0.0,0.0,0.0
762.0,2026-09-05 18:00,1015.8,16.2,0.9142353949558086,5.0,0.0,0.0,0.0,0.0,0.0
763.0,2026-09-05 19:00,1016.2,16.3,0.9142987565224518,5.0,0.0,0.0,0.0,0.0,0.0
764.0,2026-09-05 20:00,1016.1,16.3,0.9142987565224518,5.0,0.0,0.0,0.0,0.0,0.0
765.0,2026-09-05 21:00,1015.9,16.5,0.9085670159045697,5.0,0.0,0.0,0.0,0.0,0.0
766.0,2026-09-05 22:00,1015.9,16.6,0.9086342874515683,5.0,0.0,0.0,0.0,0.0,0.0
767.0,2026-09-05 23:00,1015.6,16.7,0.9087014860853055,5.0,0.0,0.0,0.0,0.0,0.0
768.0,2026-09-06 00:00,1015.2,16.8,0.8971752638216535,7.0,0.0,0.0,0.0,0.0,0.0
769.0,2026-09-06 01:00,1015.0,16.9,0.8972503755148538,6.0,0.0,0.0,0.0,0.0,0.0
770.0,2026-09-06 02:00,1014.7,16.8,0.9087686119090767,7.0,0.0,0.0,0.0,0.0,0.0
771.0,2026-09-06 03:00,1014.6,16.5,0.9262415262667393,7.0,0.0,0.0,0.0,0.0,0.0
772.0,2026-09-06 04:00,1014.8,16.4,0.9202576709599566,7.0,0.0,0.0,0.0,0.0,0.0
773.0,2026-09-06 05:00,1015.3,16.3,0.9201985546322656,6.0,0.0,0.0,0.0,0.0,0.0
774.0,2026-09-06 06:00,1015.6,16.3,0.9142987565224518,6.0,0.0,0.0,0.0,0.0,0.0
775.0,2026-09-06 07:00,1015.6,16.2,0.9201393735330551,5.0,0.0,0.0,0.0,0.0,0.0
776.0,2026-09-06 08:00,1015.6,16.1,0.9200801275692211,5.0,0.0,0.0,0.0,0.0,0.0
777.0,2026-09-06 09:00,1015.4,16.1,0.9141719642448332,6.0,0.0,0.0,0.0,0.0,0.0
778.0,2026-09-06 10:00,1015.2,16.1,0.896647215143908,6.0,0.0,0.0,0.0,0.0,0.0
779.0,2026-09-06 11:00,1015.1,16.0,0.8965714544218653,6.0,0.0,0.0,0.0,0.0,0.0
780.0,2026-09-06 12:00,1015.1,15.9,0.9081618496369518,5.0,0.0,0.0,0.0,0.0,0.0
781.0,2026-09-06 13:00,1015.1,16.0,0.9023839445818631,5.0,0.0,0.0,0.0,0.0,0.0
782.0,2026-09-06 14:00,1015.3,16.0,0.9023839445818631,5.0,0.0,0.0,0.0,0.0,0.0
783.0,2026-09-06 15:00,1015.9,16.0,0.8907919299106308,5.0,0.0,0.0,0.0,0.0,0.0
784.0,2026-09-06 16:00,1016.2,16.0,0.8907919299106308,5.0,0.0,0.0,0.0,0.0,0.0
785.0,2026-09-06 17:00,1016.1,15.9,0.9023121424846972,5.0,0.0,0.0,0.0,0.0,0.0
786.0,2026-09-06 18:00,1016.2,15.8,0.9022402626415142,6.0,0.0,0.0,0.0,0.0,0.0
787.0,2026-09-06 19:00,1016.4,15.9,0.9023121424846972,5.0,0.0,0.0,0.0,0.0,0.0
788.0,2026-09-06 20:00,1016.3,16.0,0.9082295608427713,5.0,0.0,0.0,0.0,0.0,0.0
789.0,2026-09-06 21:00,1016.4,16.1,0.9082971985117843,5.0,0.0,0.0,0.0,0.0,0.0
790.0,2026-09-06 22:00,1016.3,16.2,0.9025273159768378,5.0,0.0,0.0,0.0,0.0,0.0
791.0,2026-09-06 23:00,1015.9,16.3,0.9025988854935225,5.0,0.0,0.0,0.0,0.0,0.0
792.0,2026-09-07 00:00,1015.5,16.5,0.8911898109635276,5.0,0.0,0.0,0.0,0.0,0.0
793.0,2026-09-07 01:00,1015.4,16.6,0.8912691318196373,5.0,0.0,0.0,0.0,0.0,0.0
794.0,2026-09-07 02:00,1015.2,16.7,0.8856291237499003,5.0,0.0,0.0,0.0,0.0,0.0
795.0,2026-09-07 03:00,1015.2,16.5,0.8911898109635276,5.0,0.0,0.0,0.0,0.0,0.0
796.0,2026-09-07 04:00,1015.3,16.4,0.9026703777019419,5.0,0.0,0.0,0.0,0.0,0.0
797.0,2026-09-07 05:00,1015.5,16.4,0.9084996713408354,6.0,0.0,0.0,0.0,0.0,0.0
798.0,2026-09-07 06:00,1015.5,16.4,0.9143620490434257,6.0,0.0,0.0,0.0,0.0,0.0
799.0,2026-09-07 07:00,1015.3,16.3,0.9142987565224518,6.0,0.0,0.0,0.0,0.0,0.0
800.0,2026-09-07 08:00,1015.0,16.2,0.9142353949558086,7.0,0.0,0.0,0.0,0.0,0.0
801.0,2026-09-07 09:00,1015.5,16.1,0.9200801275692211,6.0,0.0,0.0,0.0,0.0,0.0
802.0,2026-09-07 10:00,1015.1,15.9,0.9259116494345963,6.0,0.0,0.0,0.0,0.0,0.0
803.0,2026-09-07 11:00,1014.8,15.8,0.9318447949241937,6.0,0.0,0.0,0.0,0.0,0.0
804.0,2026-09-07 12:00,1014.7,15.7,0.9258012054176329,5.0,0.0,0.0,0.0,0.0,0.0
805.0,2026-09-07 13:00,1014.6,15.5,0.9316917873055548,5.0,0.0,0.0,0.0,0.0,0.0
806.0,2026-09-07 14:00,1014.7,15.3,0.925579585552664,4.0,0.0,0.0,0.0,0.0,0.0
807.0,2026-09-07 15:00,1015.3,15.2,0.9315382704045502,4.0,0.0,0.0,0.0,0.0,0.0
808.0,2026-09-07 16:00,1015.8,15.1,0.9375399758472163,4.0,0.0,0.0,0.0,0.0,0.0
809.0,2026-09-07 17:00,1015.8,15.1,0.9436275501614317,4.0,0.0,0.0,0.0,0.0,0.0
810.0,2026-09-07 18:00,1016.1,14.8,0.9496357298321729,2.0,0.0,0.0,0.0,0.0,0.0
811.0,2026-09-07 19:00,1016.1,14.8,0.9620128377049109,3.0,0.0,0.0,0.0,0.0,0.0
812.0,2026-09-07 20:00,1015.6,15.6,0.9499392671721532,3.0,0.0,0.0,0.0,0.0,0.0
813.0,2026-09-07 21:00,1015.1,16.4,0.9381456129382064,4.0,0.0,0.0,0.0,0.0,0.0
814.0,2026-09-07 22:00,1014.8,16.7,0.9382841383637294,5.0,0.0,0.0,0.0,0.0,0.0
815.0,2026-09-07 23:00,1014.3,16.7,0.9443012263699806,5.0,0.0,0.0,0.0,0.0,0.0
816.0,2026-09-08 00:00,1013.9,16.7,0.9443012263699806,5.0,0.0,0.0,0.0,0.0,0.0
817.0,2026-09-08 01:00,1013.7,16.7,0.9382841383637294,5.0,0.0,0.0,0.0,0.0,0.0
818.0,2026-09-08 02:00,1013.5,16.8,0.9204934904118638,4.0,0.0,0.0,0.0,0.0,0.0
819.0,2026-09-08 03:00,1013.3,16.7,0.9263510024686976,4.0,0.0,0.0,0.0,0.0,0.0
820.0,2026-09-08 04:00,1013.3,16.7,0.9204346322424904,4.0,0.0,0.0,0.0,0.0,0.0
821.0,2026-09-08 05:00,1013.6,16.7,0.9263510024686976,4.0,0.0,0.0,0.0,0.0,0.0
822.0,2026-09-08 06:00,1013.6,16.5,0.9381918392698475,3.0,0.0,0.0,0.0,0.0,0.0
823.0,2026-09-08 07:00,1013.4,16.4,0.9441758258156941,2.0,0.0,0.0,0.0,0.0,0.0
824.0,2026-09-08 08:00,1013.5,16.3,0.9441339324652338,2.0,0.0,0.0,0.0,0.0,0.0
825.0,2026-09-08 09:00,1013.5,16.1,0.9562395715567671,2.0,0.0,0.0,0.0,0.0,0.0
826.0,2026-09-08 10:00,1013.4,16.1,0.9623860887912349,3.0,0.0,0.0,0.0,0.0,0.0
827.0,2026-09-08 11:00,1013.6,16.2,0.9562726110719485,3.0,0.0,0.0,0.0,0.0,0.0
828.0,2026-09-08 12:00,1013.7,16.1,0.9562395715567671,2.0,0.0,0.0,0.0,0.0,0.0
829.0,2026-09-08 13:00,1013.9,15.9,0.9685194838436679,1.0,0.0,0.0,0.0,0.0,0.0
830.0,2026-09-08 14:00,1014.1,15.9,0.9685194838436679,1.0,0.0,0.0,0.0,0.0,0.0
831.0,2026-09-08 15:00,1014.9,16.1,0.968567317264588,1.0,0.0,0.0,0.0,0.0,0.0
832.0,2026-09-08 16:00,1015.4,16.4,0.9563385788199403,1.0,0.0,0.0,0.0,0.0,0.0
833.0,2026-09-08 17:00,1015.7,16.9,0.9383762331958372,2.0,0.0,0.0,0.0,0.0,0.0
834.0,2026-09-08 18:00,1016.0,17.1,0.9265692349289826,1.0,0.0,0.0,0.0,0.0,0.0
835.0,2026-09-08 19:00,1016.2,17.1,0.9265692349289826,2.0,0.0,0.0,0.0,0.0,0.0
836.0,2026-09-08 20:00,1016.1,17.1,0.9325019968077043,2.0,0.0,0.0,0.0,0.0,0.0
837.0,2026-09-08 21:00,1015.9,17.4,0.9386055805304941,2.0,0.0,0.0,0.0,0.0,0.0
838.0,2026-09-08 22:00,1015.7,17.5,0.9446335901866882,2.0,0.0,0.0,0.0,0.0,0.0
839.0,2026-09-08 23:00,1015.5,17.7,0.9387425817751948,1.0,0.0,0.0,0.0,0.0,0.0
840.0,2026-09-09 00:00,1015.1,17.4,0.956666206169021,2.0,0.0,0.0,0.0,0.0,0.0
841.0,2026-09-09 01:00,1015.1,18.1,0.9389245458640236,1.0,0.0,0.0,0.0,0.0,0.0
842.0,2026-09-09 02:00,1015.0,17.8,0.9507601099501196,2.0,0.0,0.0,0.0,0.0,0.0
843.0,2026-09-09 03:00,1015.2,17.4,0.9627539014057284,2.0,0.0,0.0,0.0,0.0,0.0
844.0,2026-09-09 04:00,1015.5,17.1,0.9749745671482061,2.0,0.0,0.0,0.0,0.0,0.0
845.0,2026-09-09 05:00,1016.0,16.6,0.9811068775156451,1.0,0.0,0.0,0.0,0.0,0.0
846.0,2026-09-09 06:00,1016.5,16.6,0.987369425026076,3.0,0.0,0.0,0.0,0.0,0.0
847.0,2026-09-09 07:00,1016.5,16.9,0.9873983802758117,2.0,0.0,0.0,0.0,0.0,0.0
848.0,2026-09-09 08:00,1016.5,16.7,0.9811212881545688,1.0,0.0,0.0,0.0,0.0,0.0
849.0,2026-09-09 09:00,1016.5,16.3,0.9873403700791997,2.0,0.0,0.0,0.0,0.0,0.0
850.0,2026-09-09 10:00,1016.5,16.3,0.9873403700791997,2.0,0.0,0.0,0.0,0.0,0.0
851.0,2026-09-09 11:00,1016.5,16.3,0.9873403700791997,2.0,0.0,0.0,0.0,0.0,0.0
852.0,2026-09-09 12:00,1017.0,16.3,0.9873403700791997,2.0,0.0,0.0,0.0,0.0,0.0
853.0,2026-09-09 13:00,1016.9,16.4,0.9873500661671213,2.0,0.0,0.0,0.0,0.0,0.0
854.0,2026-09-09 14:00,1017.0,16.7,0.9811212881545688,2.0,0.0,0.0,0.0,0.0,0.0
855.0,2026-09-09 15:00,1017.2,16.7,0.9748983704453223,3.0,0.0,0.0,0.0,0.0,0.0
856.0,2026-09-09 16:00,1017.6,16.8,0.9625848108104053,4.0,0.0,0.0,0.0,0.0,0.0
857.0,2026-09-09 17:00,1017.8,17.0,0.9504639524498745,4.0,0.0,0.0,0.0,0.0,0.0
858.0,2026-09-09 18:00,1018.2,17.1,0.9444677774957962,4.0,0.0,0.0,0.0,0.0,0.0
859.0,2026-09-09 19:00,1018.1,17.3,0.9385598124527261,3.0,0.0,0.0,0.0,0.0,0.0
860.0,2026-09-09 20:00,1017.6,17.5,0.9386512980611728,3.0,0.0,0.0,0.0,0.0,0.0
861.0,2026-09-09 21:00,1017.1,17.7,0.9268947941012571,5.0,0.0,0.0,0.0,0.0,0.0
862.0,2026-09-09 22:00,1016.8,17.6,0.9327522691843109,5.0,0.0,0.0,0.0,0.0,0.0
863.0,2026-09-09 23:00,1015.9,17.8,0.8922143980445946,5.0,0.0,0.0,0.0,0.0,0.0
864.0,2026-09-10 00:00,1015.2,17.8,0.8865379538262589,5.0,0.0,0.0,0.0,0.0,0.0
866.0,2026-09-10 02:00,1014.6,17.8,0.8696986449772554,4.0,0.0,0.0,0.0,0.0,0.0
867.0,2026-09-10 03:00,1014.6,17.8,0.8808932813542415,4.0,0.0,0.0,0.0,0.0,0.0
868.0,2026-09-10 04:00,1014.9,18.0,0.8754595130332201,4.0,0.0,0.0,0.0,0.0,0.0
869.0,2026-09-10 05:00,1015.7,17.8,0.8922143980445946,2.0,0.0,0.0,0.0,0.0,0.0
870.0,2026-09-10 06:00,1015.5,17.8,0.9036632119348679,4.0,0.0,0.0,0.0,0.0,0.0
871.0,2026-09-10 07:00,1015.5,17.7,0.9210203310768247,4.0,0.0,0.0,0.0,0.0,0.0
872.0,2026-09-10 08:00,1015.5,17.5,0.9267865120644552,3.0,0.0,0.0,0.0,0.0,0.0
873.0,2026-09-10 09:00,1015.7,17.1,0.9384681243612039,2.0,0.0,0.0,0.0,0.0,0.0
874.0,2026-09-10 10:00,1015.5,17.1,0.9444677774957962,2.0,0.0,0.0,0.0,0.0,0.0
875.0,2026-09-10 11:00,1015.4,17.2,0.9445092997277962,2.0,0.0,0.0,0.0,0.0,0.0
876.0,2026-09-10 12:00,1015.4,17.0,0.9565355957601622,1.0,0.0,0.0,0.0,0.0,0.0
877.0,2026-09-10 13:00,1015.2,16.8,0.9687338831787756,2.0,0.0,0.0,0.0,0.0,0.0
878.0,2026-09-10 14:00,1015.4,16.8,0.97491745207163,2.0,0.0,0.0,0.0,0.0,0.0
879.0,2026-09-10 15:00,1015.7,16.7,0.9748983704453223,2.0,0.0,0.0,0.0,0.0,0.0
880.0,2026-09-10 16:00,1016.0,16.9,0.9626130719112396,2.0,0.0,0.0,0.0,0.0,0.0
881.0,2026-09-10 17:00,1016.1,16.9,0.9626130719112396,2.0,0.0,0.0,0.0,0.0,0.0
882.0,2026-09-10 18:00,1016.4,17.0,0.9687812316150222,2.0,0.0,0.0,0.0,0.0,0.0
883.0,2026-09-10 19:00,1016.6,17.6,0.9567312924102144,2.0,0.0,0.0,0.0,0.0,0.0
884.0,2026-09-10 20:00,1016.3,17.6,0.950686317855001,2.0,0.0,0.0,0.0,0.0,0.0
885.0,2026-09-10 21:00,1016.0,17.6,0.9446749284850298,2.0,0.0,0.0,0.0,0.0,0.0
886.0,2026-09-10 22:00,1015.6,17.2,0.9626976646208809,3.0,0.0,0.0,0.0,0.0,0.0
887.0,2026-09-10 23:00,1014.9,16.8,0.97491745207163,5.0,0.0,0.0,0.0,0.0,0.0
888.0,2026-09-11 00:00,1014.5,16.4,0.9873500661671213,5.0,0.0,0.0,0.0,0.0,0.0
889.0,2026-09-11 01:00,1014.4,16.4,0.9873500661671213,6.0,0.0,0.0,0.0,0.0,0.0
890.0,2026-09-11 02:00,1014.3,16.2,0.9936475830329542,6.0,0.0,0.0,0.0,0.0,0.0
891.0,2026-09-11 03:00,1014.5,15.9,0.9685194838436679,6.0,0.0,0.0,0.0,0.0,0.0
892.0,2026-09-11 04:00,1014.7,15.7,0.9684715417549177,5.0,0.0,0.0,0.0,0.0,0.0
893.0,2026-09-11 05:00,1015.2,15.8,0.9684955264032133,5.0,0.0,0.0,0.0,0.0,0.0
894.0,2026-09-11 06:00,1015.2,15.8,0.9684955264032133,5.0,0.0,0.0,0.0,0.0,0.0
895.0,2026-09-11 07:00,1015.0,15.7,0.9684715417549177,5.0,0.0,0.0,0.0,0.0,0.0
896.0,2026-09-11 08:00,1015.0,15.8,0.9623004404838854,5.0,0.0,0.0,0.0,0.0,0.0
897.0,2026-09-11 09:00,1015.2,15.7,0.962271826464948,5.0,0.0,0.0,0.0,0.0,0.0
898.0,2026-09-11 10:00,1015.1,15.7,0.9499770180367135,6.0,0.0,0.0,0.0,0.0,0.0
899.0,2026-09-11 11:00,1015.1,15.6,0.9560738153574602,5.0,0.0,0.0,0.0,0.0,0.0
900.0,2026-09-11 12:00,1014.9,15.6,0.9560738153574602,4.0,0.0,0.0,0.0,0.0,0.0
901.0,2026-09-11 13:00,1014.7,15.6,0.9560738153574602,4.0,0.0,0.0,0.0,0.0,0.0
902.0,2026-09-11 14:00,1014.7,15.6,0.9438393676410873,4.0,0.0,0.0,0.0,0.0,0.0
903.0,2026-09-11 15:00,1014.9,15.8,0.9318447949241937,3.0,0.0,0.0,0.0,0.0,0.0
904.0,2026-09-11 16:00,1015.0,15.9,0.9379137104349758,3.0,0.0,0.0,0.0,0.0,0.0
905.0,2026-09-11 17:00,1015.1,15.8,0.9439237638824047,3.0,0.0,0.0,0.0,0.0,0.0
906.0,2026-09-11 18:00,1015.3,15.7,0.9438815893172254,4.0,0.0,0.0,0.0,0.0,0.0
907.0,2026-09-11 19:00,1015.6,15.8,0.9439237638824047,4.0,0.0,0.0,0.0,0.0,0.0
908.0,2026-09-11 20:00,1015.2,16.0,0.9379601939655834,3.0,0.0,0.0,0.0,0.0,0.0
909.0,2026-09-11 21:00,1014.8,16.2,0.9260768600471826,3.0,0.0,0.0,0.0,0.0,0.0
910.0,2026-09-11 22:00,1014.4,16.3,0.92613180915866,4.0,0.0,0.0,0.0,0.0,0.0
911.0,2026-09-11 23:00,1013.9,16.4,0.9143620490434257,4.0,0.0,0.0,0.0,0.0,0.0
912.0,2026-09-12 00:00,1013.7,16.8,0.9087686119090767,2.0,0.0,0.0,0.0,0.0,0.0
913.0,2026-09-12 01:00,1013.1,17.0,0.8973254065896696,4.0,0.0,0.0,0.0,0.0,0.0
914.0,2026-09-12 02:00,1012.9,16.9,0.8915065858089316,4.0,0.0,0.0,0.0,0.0,0.0
915.0,2026-09-12 03:00,1012.7,16.6,0.8912691318196373,4.0,0.0,0.0,0.0,0.0,0.0
916.0,2026-09-12 04:00,1012.7,16.5,0.8854627360062293,4.0,0.0,0.0,0.0,0.0,0.0
917.0,2026-09-12 05:00,1012.9,16.5,0.8854627360062293,3.0,0.0,0.0,0.0,0.0,0.0
918.0,2026-09-12 06:00,1013.0,16.4,0.8911104051473652,3.0,0.0,0.0,0.0,0.0,0.0
919.0,2026-09-12 07:00,1012.8,16.3,0.8910309142527234,3.0,0.0,0.0,0.0,0.0,0.0
920.0,2026-09-12 08:00,1013.0,16.2,0.8909513381609734,3.0,0.0,0.0,0.0,0.0,0.0
921.0,2026-09-12 09:00,1013.2,16.2,0.8909513381609734,4.0,0.0,0.0,0.0,0.0,0.0
922.0,2026-09-12 10:00,1013.2,16.2,0.8909513381609734,4.0,0.0,0.0,0.0,0.0,0.0
923.0,2026-09-12 11:00,1013.3,16.2,0.8852124883984177,4.0,0.0,0.0,0.0,0.0,0.0
924.0,2026-09-12 12:00,1013.2,16.2,0.8795061866317074,5.0,0.0,0.0,0.0,0.0,0.0
925.0,2026-09-12 13:00,1013.3,16.1,0.8794187093963343,4.0,0.0,0.0,0.0,0.0,0.0
926.0,2026-09-12 14:00,1013.5,16.0,0.8850452112281308,4.0,0.0,0.0,0.0,0.0,0.0
927.0,2026-09-12 15:00,1014.5,16.1,0.8794187093963343,4.0,0.0,0.0,0.0,0.0,0.0
928.0,2026-09-12 16:00,1015.3,16.2,0.8738322750656273,3.0,0.0,0.0,0.0,0.0,0.0
929.0,2026-09-12 17:00,1015.5,16.3,0.8795935710186665,4.0,0.0,0.0,0.0,0.0,0.0
930.0,2026-09-12 18:00,1015.8,16.3,0.8795935710186665,5.0,0.0,0.0,0.0,0.0,0.0
931.0,2026-09-12 19:00,1016.3,16.5,0.8517752397819288,5.0,0.0,0.0,0.0,0.0,0.0
932.0,2026-09-12 20:00,1016.2,16.6,0.8518809679112959,5.0,0.0,0.0,0.0,0.0,0.0
933.0,2026-09-12 21:00,1016.4,16.7,0.8410250592928644,4.0,0.0,0.0,0.0,0.0,0.0
934.0,2026-09-12 22:00,1016.5,16.9,0.8304267813171429,5.0,0.0,0.0,0.0,0.0,0.0
935.0,2026-09-12 23:00,1016.2,16.9,0.819726112666785,5.0,0.0,0.0,0.0,0.0,0.0
936.0,2026-09-13 00:00,1015.8,17.1,0.8094120142815455,6.0,0.0,0.0,0.0,0.0,0.0
937.0,2026-09-13 01:00,1015.8,17.1,0.8146799547517187,6.0,0.0,0.0,0.0,0.0,0.0
938.0,2026-09-13 02:00,1015.8,17.0,0.8198521413065889,7.0,0.0,0.0,0.0,0.0,0.0
939.0,2026-09-13 03:00,1015.6,16.7,0.84649021066195,8.0,0.0,0.0,0.0,0.0,0.0
940.0,2026-09-13 04:00,1016.1,16.5,0.8797680617579738,9.0,0.0,0.0,0.0,0.0,0.0
941.0,2026-09-13 05:00,1016.7,16.4,0.8911104051473652,8.0,0.0,0.0,0.0,0.0,0.0
942.0,2026-09-13 06:00,1016.9,16.3,0.9025988854935225,7.0,0.0,0.0,0.0,0.0,0.0
943.0,2026-09-13 07:00,1017.0,16.2,0.9142353949558086,7.0,0.0,0.0,0.0,0.0,0.0
944.0,2026-09-13 08:00,1017.3,16.1,0.9141719642448332,7.0,0.0,0.0,0.0,0.0,0.0
945.0,2026-09-13 09:00,1017.5,16.0,0.9141084642906876,7.0,0.0,0.0,0.0,0.0,0.0
946.0,2026-09-13 10:00,1017.3,15.8,0.9258564578455536,7.0,0.0,0.0,0.0,0.0,0.0
947.0,2026-09-13 11:00,1017.1,15.9,0.9259116494345963,7.0,0.0,0.0,0.0,0.0,0.0
948.0,2026-09-13 12:00,1017.2,16.0,0.9141084642906876,7.0,0.0,0.0,0.0,0.0,0.0
949.0,2026-09-13 13:00,1017.4,16.0,0.9141084642906876,7.0,0.0,0.0,0.0,0.0,0.0
950.0,2026-09-13 14:00,1017.5,15.9,0.9081618496369518,7.0,0.0,0.0,0.0,0.0,0.0
951.0,2026-09-13 15:00,1017.9,15.9,0.9081618496369518,7.0,0.0,0.0,0.0,0.0,0.0
952.0,2026-09-13 16:00,1018.2,16.0,0.9023839445818631,6.0,0.0,0.0,0.0,0.0,0.0
953.0,2026-09-13 17:00,1018.2,16.2,0.9025273159768378,8.0,0.0,0.0,0.0,0.0,0.0
954.0,2026-09-13 18:00,1018.3,16.3,0.8910309142527234,8.0,0.0,0.0,0.0,0.0,0.0
955.0,2026-09-13 19:00,1018.3,16.4,0.8796808626849223,8.0,0.0,0.0,0.0,0.0,0.0
956.0,2026-09-13 20:00,1018.2,16.5,0.87410563156481,8.0,0.0,0.0,0.0,0.0,0.0
957.0,2026-09-13 21:00,1017.9,16.6,0.8855459741956512,8.0,0.0,0.0,0.0,0.0,0.0
958.0,2026-09-13 22:00,1017.5,16.7,0.8856291237499003,8.0,0.0,0.0,0.0,0.0,0.0
959.0,2026-09-13 23:00,1016.9,16.7,0.8856291237499003,9.0,0.0,0.0,0.0,0.0,0.0
960.0,2026-09-14 00:00,1016.7,16.8,0.8743781232969751,9.0,0.0,0.0,0.0,0.0,0.0
961.0,2026-09-14 01:00,1016.3,16.8,0.8743781232969751,8.0,0.0,0.0,0.0,0.0,0.0
962.0,2026-09-14 02:00,1015.9,16.7,0.8686645863213858,9.0,0.0,0.0,0.0,0.0,0.0
963.0,2026-09-14 03:00,1015.8,16.4,0.8627783546050133,9.0,0.0,0.0,0.0,0.0,0.0
