hour,stamp,obs_pres_hPa,obs_atmp_C,obs_rh,obs_wspd_m_s,err_T_K,err_p_Pa,err_rho,err_u,err_v
475.0,2026-08-24 19:00,1017.1,15.5,0.9437970987845568,2.0,0.0,0.0,0.0,0.0,0.0
476.0,2026-08-24 20:00,1017.1,15.8,0.9258564578455536,3.0,0.0,0.0,0.0,0.0,0.0
477.0,2026-08-24 21:00,1017.0,16.0,0.9082295608427713,3.0,0.0,0.0,0.0,0.0,0.0
478.0,2026-08-24 22:00,1016.9,16.1,0.9141719642448332,3.0,0.0,0.0,0.0,0.0,0.0
479.0,2026-08-24 23:00,1016.4,16.1,0.9141719642448332,5.0,0.0,0.0,0.0,0.0,0.0
480.0,2026-08-25 00:00,1016.3,15.8,0.9318447949241937,5.0,0.0,0.0,0.0,0.0,0.0
481.0,2026-08-25 01:00,1016.4,15.4,0.9498636382858198,5.0,0.0,0.0,0.0,0.0,0.0
482.0,2026-08-25 02:00,1016.3,15.1,0.9683270602002297,6.0,0.0,0.0,0.0,0.0,0.0
483.0,2026-08-25 03:00,1016.6,15.1,0.9745900924334778,5.0,0.0,0.0,0.0,0.0,0.0
484.0,2026-08-25 04:00,1016.7,15.3,0.9683753302625742,6.0,0.0,0.0,0.0,0.0,0.0
485.0,2026-08-25 05:00,1016.8,15.4,0.9621857899807701,5.0,0.0,0.0,0.0,0.0,0.0
486.0,2026-08-25 06:00,1017.1,15.5,0.9560405520042893,5.0,0.0,0.0,0.0,0.0,0.0
487.0,2026-08-25 07:00,1017.0,15.6,0.9499392671721532,5.0,0.0,0.0,0.0,0.0,0.0
488.0,2026-08-25 08:00,1017.2,15.6,0.9499392671721532,5.0,0.0,0.0,0.0,0.0,0.0
489.0,2026-08-25 09:00,1017.5,15.6,0.9438393676410873,5.0,0.0,0.0,0.0,0.0,0.0
490.0,2026-08-25 10:00,1017.2,15.4,0.9621857899807701,5.0,0.0,0.0,0.0,0.0,0.0
491.0,2026-08-25 11:00,1017.2,15.4,0.9498636382858198,5.0,0.0,0.0,0.0,0.0,0.0
492.0,2026-08-25 12:00,1017.1,15.3,0.955973912738645,6.0,0.0,0.0,0.0,0.0,0.0
493.0,2026-08-25 13:00,1017.2,15.3,0.9498257601383098,6.0,0.0,0.0,0.0,0.0,0.0
494.0,2026-08-25 14:00,1017.5,15.3,0.9437124192519574,6.0,0.0,0.0,0.0,0.0,0.0
495.0,2026-08-25 15:00,1017.9,15.2,0.9497878394372199,6.0,0.0,0.0,0.0,0.0,0.0
496.0,2026-08-25 16:00,1018.2,15.2,0.9436700084363895,5.0,0.0,0.0,0.0,0.0,0.0
497.0,2026-08-25 17:00,1018.3,15.2,0.9497878394372199,5.0,0.0,0.0,0.0,0.0,0.0
498.0,2026-08-25 18:00,1018.5,15.3,0.9376337216158734,5.0,0.0,0.0,0.0,0.0,0.0
499.0,2026-08-25 19:00,1018.6,15.1,0.9497498761193929,6.0,0.0,0.0,0.0,0.0,0.0
500.0,2026-08-25 20:00,1018.1,15.2,0.9497878394372199,6.0,0.0,0.0,0.0,0.0,0.0
501.0,2026-08-25 21:00,1017.9,15.3,0.9437124192519574,6.0,0.0,0.0,0.0,0.0,0.0
502.0,2026-08-25 22:00,1017.7,15.4,0.9376805162791556,7.0,0.0,0.0,0.0,0.0,0.0
503.0,2026-08-25 23:00,1017.3,15.3,0.9437124192519574,8.0,0.0,0.0,0.0,0.0,0.0
504.0,2026-08-26 00:00,1016.9,15.3,0.9437124192519574,9.0,0.0,0.0,0.0,0.0,0.0
505.0,2026-08-26 01:00,1016.6,15.4,0.9437547826780753,8.0,0.0,0.0,0.0,0.0,0.0
506.0,2026-08-26 02:00,1016.5,15.4,0.9437547826780753,9.0,0.0,0.0,0.0,0.0,0.0
507.0,2026-08-26 03:00,1016.3,15.3,0.955973912738645,9.0,0.0,0.0,0.0,0.0,0.0
508.0,2026-08-26 04:00,1016.5,15.3,0.9498257601383098,9.0,0.0,0.0,0.0,0.0,0.0
509.0,2026-08-26 05:00,1017.1,15.4,0.9376805162791556,8.0,0.0,0.0,0.0,0.0,0.0
510.0,2026-08-26 06:00,1017.2,15.3,0.9315894994293292,7.0,0.0,0.0,0.0,0.0,0.0
511.0,2026-08-26 07:00,1017.1,15.2,0.937586874830723,7.0,0.0,0.0,0.0,0.0,0.0
512.0,2026-08-26 08:00,1017.1,14.9,0.949673821380317,7.0,0.0,0.0,0.0,0.0,0.0
513.0,2026-08-26 09:00,1016.9,14.8,0.9496357298321729,7.0,0.0,0.0,0.0,0.0,0.0
514.0,2026-08-26 10:00,1016.7,14.6,0.9557394875418255,7.0,0.0,0.0,0.0,0.0,0.0
515.0,2026-08-26 11:00,1016.5,14.7,0.9495975954134986,7.0,0.0,0.0,0.0,0.0,0.0
516.0,2026-08-26 12:00,1016.5,14.4,0.9618968805991968,7.0,0.0,0.0,0.0,0.0,0.0
517.0,2026-08-26 13:00,1016.4,14.2,0.9618387041847413,7.0,0.0,0.0,0.0,0.0,0.0
518.0,2026-08-26 14:00,1016.2,14.3,0.9556384506084391,7.0,0.0,0.0,0.0,0.0,0.0
519.0,2026-08-26 15:00,1016.7,14.2,0.9618387041847413,7.0,0.0,0.0,0.0,0.0,0.0
520.0,2026-08-26 16:00,1017.1,14.4,0.9618968805991968,7.0,0.0,0.0,0.0,0.0,0.0
521.0,2026-08-26 17:00,1017.1,14.6,0.9619549249737559,7.0,0.0,0.0,0.0,0.0,0.0
522.0,2026-08-26 18:00,1017.2,14.7,0.9557730904272964,7.0,0.0,0.0,0.0,0.0,0.0
523.0,2026-08-26 19:00,1017.3,14.4,0.9681572466625047,7.0,0.0,0.0,0.0,0.0,0.0
524.0,2026-08-26 20:00,1016.9,14.4,0.9681572466625047,8.0,0.0,0.0,0.0,0.0,0.0
525.0,2026-08-26 21:00,1016.6,15.2,0.9497878394372199,7.0,0.0,0.0,0.0,0.0,0.0
526.0,2026-08-26 22:00,1016.2,15.8,0.9318447949241937,7.0,0.0,0.0,0.0,0.0,0.0
527.0,2026-08-26 23:00,1015.6,16.0,0.9379601939655834,7.0,0.0,0.0,0.0,0.0,0.0
528.0,2026-08-27 00:00,1015.1,16.3,0.9320986819069368,7.0,0.0,0.0,0.0,0.0,0.0
529.0,2026-08-27 01:00,1014.7,16.5,0.9321998446052612,7.0,0.0,0.0,0.0,0.0,0.0
530.0,2026-08-27 02:00,1014.6,16.5,0.9442176725377058,7.0,0.0,0.0,0.0,0.0,0.0
531.0,2026-08-27 03:00,1014.4,16.1,0.9623860887912349,8.0,0.0,0.0,0.0,0.0,0.0
532.0,2026-08-27 04:00,1014.3,15.8,0.9809909979993502,9.0,0.0,0.0,0.0,0.0,0.0
533.0,2026-08-27 05:00,1014.8,15.9,0.9747449339049651,8.0,0.0,0.0,0.0,0.0,0.0
534.0,2026-08-27 06:00,1015.0,16.1,0.9623860887912349,6.0,0.0,0.0,0.0,0.0,0.0
535.0,2026-08-27 07:00,1014.8,16.1,0.9562395715567671,6.0,0.0,0.0,0.0,0.0,0.0
536.0,2026-08-27 08:00,1014.8,15.9,0.9623290221790394,6.0,0.0,0.0,0.0,0.0,0.0
537.0,2026-08-27 09:00,1014.9,15.7,0.9684715417549177,7.0,0.0,0.0,0.0,0.0,0.0
538.0,2026-08-27 10:00,1014.7,15.5,0.9746676898499556,7.0,0.0,0.0,0.0,0.0,0.0
539.0,2026-08-27 11:00,1014.8,15.2,0.9809033895981175,7.0,0.0,0.0,0.0,0.0,0.0
540.0,2026-08-27 12:00,1014.7,15.0,0.9935885596862608,7.0,0.0,0.0,0.0,0.0,0.0
541.0,2026-08-27 13:00,1014.8,14.9,0.9935836040201421,7.0,0.0,0.0,0.0,0.0,0.0
542.0,2026-08-27 14:00,1014.4,14.8,0.9935786426123593,8.0,0.0,0.0,0.0,0.0,0.0
543.0,2026-08-27 15:00,1015.0,14.8,0.9935786426123593,7.0,0.0,0.0,0.0,0.0,0.0
544.0,2026-08-27 16:00,1015.5,14.9,0.9872034486042288,7.0,0.0,0.0,0.0,0.0,0.0
545.0,2026-08-27 17:00,1015.7,14.8,0.9935786426123593,7.0,0.0,0.0,0.0,0.0,0.0
546.0,2026-08-27 18:00,1016.0,14.9,0.9872034486042288,7.0,0.0,0.0,0.0,0.0,0.0
547.0,2026-08-27 19:00,1016.6,15.1,0.9745900924334778,6.0,0.0,0.0,0.0,0.0,0.0
548.0,2026-08-27 20:00,1016.5,15.4,0.9560072511499943,5.0,0.0,0.0,0.0,0.0,0.0
549.0,2026-08-27 21:00,1016.3,15.6,0.9499392671721532,5.0,0.0,0.0,0.0,0.0,0.0
550.0,2026-08-27 22:00,1016.3,15.7,0.9499770180367135,6.0,0.0,0.0,0.0,0.0,0.0
551.0,2026-08-27 23:00,1016.4,15.7,0.9438815893172254,5.0,0.0,0.0,0.0,0.0,0.0
552.0,2026-08-28 00:00,1016.4,15.9,0.9379137104349758,5.0,0.0,0.0,0.0,0.0,0.0
553.0,2026-08-28 01:00,1016.0,16.1,0.9319972954802321,5.0,0.0,0.0,0.0,0.0,0.0
554.0,2026-08-28 02:00,1015.7,16.0,0.9440079719569844,5.0,0.0,0.0,0.0,0.0,0.0
555.0,2026-08-28 03:00,1014.8,15.9,0.9500523929221,6.0,0.0,0.0,0.0,0.0,0.0
556.0,2026-08-28 04:00,1014.7,15.9,0.9500523929221,8.0,0.0,0.0,0.0,0.0,0.0
557.0,2026-08-28 05:00,1015.4,15.9,0.9500523929221,7.0,0.0,0.0,0.0,0.0,0.0
558.0,2026-08-28 06:00,1015.0,15.6,0.9499392671721532,8.0,0.0,0.0,0.0,0.0,0.0
559.0,2026-08-28 07:00,1014.7,15.5,0.9560405520042893,8.0,0.0,0.0,0.0,0.0,0.0
560.0,2026-08-28 08:00,1014.7,15.7,0.9499770180367135,7.0,0.0,0.0,0.0,0.0,0.0
561.0,2026-08-28 09:00,1014.6,15.8,0.9500147265991685,7.0,0.0,0.0,0.0,0.0,0.0
562.0,2026-08-28 10:00,1014.2,15.8,0.9439237638824047,7.0,0.0,0.0,0.0,0.0,0.0
563.0,2026-08-28 11:00,1014.1,15.6,0.9560738153574602,7.0,0.0,0.0,0.0,0.0,0.0
564.0,2026-08-28 12:00,1014.1,15.5,0.9560405520042893,6.0,0.0,0.0,0.0,0.0,0.0
565.0,2026-08-28 13:00,1014.1,15.5,0.9560405520042893,6.0,0.0,0.0,0.0,0.0,0.0
566.0,2026-08-28 14:00,1014.8,15.3,0.955973912738645,7.0,0.0,0.0,0.0,0.0,0.0
567.0,2026-08-28 15:00,1016.7,15.3,0.9621570461815836,4.0,0.0,0.0,0.0,0.0,0.0
568.0,2026-08-28 16:00,1016.7,15.6,0.9560738153574602,5.0,0.0,0.0,0.0,0.0,0.0
569.0,2026-08-28 17:00,1016.6,15.5,0.9622145012619474,6.0,0.0,0.0,0.0,0.0,0.0
570.0,2026-08-28 18:00,1016.9,15.4,0.9560072511499943,7.0,0.0,0.0,0.0,0.0,0.0
571.0,2026-08-28 19:00,1017.6,15.5,0.9499014739427925,6.0,0.0,0.0,0.0,0.0,0.0
572.0,2026-08-28 20:00,1017.7,15.6,0.9499392671721532,7.0,0.0,0.0,0.0,0.0,0.0
573.0,2026-08-28 21:00,1017.4,15.5,0.9499014739427925,7.0,0.0,0.0,0.0,0.0,0.0
574.0,2026-08-28 22:00,1017.1,15.4,0.9498636382858198,7.0,0.0,0.0,0.0,0.0,0.0
575.0,2026-08-28 23:00,1016.3,15.3,0.9498257601383098,9.0,0.0,0.0,0.0,0.0,0.0
576.0,2026-08-29 00:00,1016.0,15.4,0.9437547826780753,9.0,0.0,0.0,0.0,0.0,0.0
577.0,2026-08-29 01:00,1016.1,15.5,0.93772725889692,7.0,0.0,0.0,0.0,0.0,0.0
578.0,2026-08-29 02:00,1016.1,15.5,0.93772725889692,8.0,0.0,0.0,0.0,0.0,0.0
579.0,2026-08-29 03:00,1015.6,15.5,0.93772725889692,8.0,0.0,0.0,0.0,0.0,0.0
580.0,2026-08-29 04:00,1015.5,15.5,0.93772725889692,8.0,0.0,0.0,0.0,0.0,0.0
581.0,2026-08-29 05:00,1015.6,15.4,0.9437547826780753,8.0,0.0,0.0,0.0,0.0,0.0
582.0,2026-08-29 06:00,1015.6,15.4,0.9437547826780753,8.0,0.0,0.0,0.0,0.0,0.0
583.0,2026-08-29 07:00,1015.6,15.3,0.9498257601383098,7.0,0.0,0.0,0.0,0.0,0.0
584.0,2026-08-29 08:00,1015.9,15.0,0.9558736716014231,7.0,0.0,0.0,0.0,0.0,0.0
585.0,2026-08-29 09:00,1015.8,15.6,0.9377739495453784,7.0,0.0,0.0,0.0,0.0,0.0
586.0,2026-08-29 10:00,1015.8,15.7,0.9258012054176329,8.0,0.0,0.0,0.0,0.0,0.0
587.0,2026-08-29 11:00,1015.7,15.7,0.9198424931998366,8.0,0.0,0.0,0.0,0.0,0.0
588.0,2026-08-29 12:00,1015.7,15.6,0.9257458920627266,7.0,0.0,0.0,0.0,0.0,0.0
589.0,2026-08-29 13:00,1015.7,15.6,0.9257458920627266,7.0,0.0,0.0,0.0,0.0,0.0
590.0,2026-08-29 14:00,1015.8,15.4,0.9316406717021116,7.0,0.0,0.0,0.0,0.0,0.0
591.0,2026-08-29 15:00,1016.3,15.4,0.9256350822187421,7.0,0.0,0.0,0.0,0.0,0.0
592.0,2026-08-29 16:00,1016.7,15.4,0.9196635817576888,7.0,0.0,0.0,0.0,0.0,0.0
593.0,2026-08-29 17:00,1017.1,15.3,0.9196038135053711,6.0,0.0,0.0,0.0,0.0,0.0
594.0,2026-08-29 18:00,1017.3,15.5,0.9137899224009894,5.0,0.0,0.0,0.0,0.0,0.0
595.0,2026-08-29 19:00,1017.5,15.7,0.8963436819464147,5.0,0.0,0.0,0.0,0.0,0.0
596.0,2026-08-29 20:00,1017.0,15.7,0.9021683049424041,6.0,0.0,0.0,0.0,0.0,0.0
597.0,2026-08-29 21:00,1016.6,15.8,0.9022402626415142,6.0,0.0,0.0,0.0,0.0,0.0
598.0,2026-08-29 22:00,1016.5,16.0,0.8907919299106308,6.0,0.0,0.0,0.0,0.0,0.0
599.0,2026-08-29 23:00,1016.1,16.2,0.8795061866317074,6.0,0.0,0.0,0.0,0.0,0.0
600.0,2026-08-30 00:00,1015.6,16.3,0.8682855939899489,7.0,0.0,0.0,0.0,0.0,0.0
601.0,2026-08-30 01:00,1015.3,16.5,0.8628768798054895,7.0,0.0,0.0,0.0,0.0,0.0
602.0,2026-08-30 02:00,1015.4,16.4,0.8572080429268668,6.0,0.0,0.0,0.0,0.0,0.0
603.0,2026-08-30 03:00,1015.2,16.3,0.8682855939899489,7.0,0.0,0.0,0.0,0.0,0.0
604.0,2026-08-30 04:00,1015.0,16.3,0.88529599323067,8.0,0.0,0.0,0.0,0.0,0.0
605.0,2026-08-30 05:00,1015.3,16.0,0.8965714544218653,8.0,0.0,0.0,0.0,0.0,0.0
606.0,2026-08-30 06:00,1015.0,16.0,0.8680003013960926,9.0,0.0,0.0,0.0,0.0,0.0
607.0,2026-08-30 07:00,1014.8,16.3,0.8351253906132168,9.0,0.0,0.0,0.0,0.0,0.0
608.0,2026-08-30 08:00,1014.7,16.0,0.8623832204065863,9.0,0.0,0.0,0.0,0.0,0.0
609.0,2026-08-30 09:00,1014.6,15.8,0.8848775765585991,9.0,0.0,0.0,0.0,0.0,0.0
610.0,2026-08-30 10:00,1014.3,15.4,0.9137260049025345,9.0,0.0,0.0,0.0,0.0,0.0
611.0,2026-08-30 11:00,1014.2,15.3,0.925579585552664,9.0,0.0,0.0,0.0,0.0,0.0
612.0,2026-08-30 12:00,1014.3,15.4,0.9196635817576888,9.0,0.0,0.0,0.0,0.0,0.0
613.0,2026-08-30 13:00,1014.4,15.4,0.9137260049025345,8.0,0.0,0.0,0.0,0.0,0.0
614.0,2026-08-30 14:00,1014.7,15.3,0.9077540322611792,8.0,0.0,0.0,0.0,0.0,0.0
615.0,2026-08-30 15:00,1015.3,15.1,0.9076175000802935,7.0,0.0,0.0,0.0,0.0,0.0
616.0,2026-08-30 16:00,1015.5,15.1,0.8958859202426598,6.0,0.0,0.0,0.0,0.0,0.0
617.0,2026-08-30 17:00,1015.5,15.1,0.9017349175943783,6.0,0.0,0.0,0.0,0.0,0.0
618.0,2026-08-30 18:00,1015.6,15.1,0.9017349175943783,6.0,0.0,0.0,0.0,0.0,0.0
619.0,2026-08-30 19:00,1015.5,15.2,0.9076858033599216,5.0,0.0,0.0,0.0,0.0,0.0
620.0,2026-08-30 20:00,1015.3,15.2,0.9076858033599216,5.0,0.0,0.0,0.0,0.0,0.0
621.0,2026-08-30 21:00,1015.2,15.1,0.9135338323667065,5.0,0.0,0.0,0.0,0.0,0.0
622.0,2026-08-30 22:00,1014.8,14.9,0.9193640824477936,4.0,0.0,0.0,0.0,0.0,0.0
623.0,2026-08-30 23:00,1014.1,14.9,0.9193640824477936,6.0,0.0,0.0,0.0,0.0,0.0
624.0,2026-08-31 00:00,1013.9,14.8,0.9253011812271773,5.0,0.0,0.0,0.0,0.0,0.0
625.0,2026-08-31 01:00,1013.6,15.1,0.9135338323667065,6.0,0.0,0.0,0.0,0.0,0.0
626.0,2026-08-31 02:00,1013.5,15.2,0.9135979599857126,6.0,0.0,0.0,0.0,0.0,0.0
627.0,2026-08-31 03:00,1013.2,15.3,0.9136620174641863,6.0,0.0,0.0,0.0,0.0,0.0
628.0,2026-08-31 04:00,1013.5,15.3,0.9136620174641863,4.0,0.0,0.0,0.0,0.0,0.0
629.0,2026-08-31 05:00,1013.6,15.5,0.9020241555358138,5.0,0.0,0.0,0.0,0.0,0.0
630.0,2026-08-31 06:00,1013.6,15.5,0.9020241555358138,5.0,0.0,0.0,0.0,0.0,0.0
631.0,2026-08-31 07:00,1013.5,15.5,0.8961914238891036,5.0,0.0,0.0,0.0,0.0,0.0
632.0,2026-08-31 08:00,1013.4,15.5,0.8961914238891036,5.0,0.0,0.0,0.0,0.0,0.0
633.0,2026-08-31 09:00,1013.3,15.5,0.8846254520706516,6.0,0.0,0.0,0.0,0.0,0.0
634.0,2026-08-31 10:00,1013.1,15.5,0.8788918889887527,6.0,0.0,0.0,0.0,0.0,0.0
635.0,2026-08-31 11:00,1013.3,15.5,0.8846254520706516,6.0,0.0,0.0,0.0,0.0,0.0
636.0,2026-08-31 12:00,1013.4,15.5,0.8846254520706516,6.0,0.0,0.0,0.0,0.0,0.0
637.0,2026-08-31 13:00,1013.6,15.4,0.8903116480292114,6.0,0.0,0.0,0.0,0.0,0.0
638.0,2026-08-31 14:00,1013.6,15.2,0.9135979599857126,5.0,0.0,0.0,0.0,0.0,0.0
639.0,2026-08-31 15:00,1014.2,15.2,0.9135979599857126,5.0,0.0,0.0,0.0,0.0,0.0
640.0,2026-08-31 16:00,1014.7,15.3,0.9196038135053711,4.0,0.0,0.0,0.0,0.0,0.0
641.0,2026-08-31 17:00,1015.0,15.3,0.925579585552664,4.0,0.0,0.0,0.0,0.0,0.0
642.0,2026-08-31 18:00,1015.3,15.5,0.9197232843946157,4.0,0.0,0.0,0.0,0.0,0.0
643.0,2026-08-31 19:00,1015.5,15.8,0.9080940647897694,2.0,0.0,0.0,0.0,0.0,0.0
644.0,2026-08-31 20:00,1015.5,16.2,0.8852124883984177,2.0,0.0,0.0,0.0,0.0,0.0
645.0,2026-08-31 21:00,1015.2,16.3,0.88529599323067,3.0,0.0,0.0,0.0,0.0,0.0
646.0,2026-08-31 22:00,1015.0,16.4,0.8968740086034812,3.0,0.0,0.0,0.0,0.0,0.0
647.0,2026-08-31 23:00,1014.6,16.5,0.9085670159045697,3.0,0.0,0.0,0.0,0.0,0.0
648.0,2026-09-01 00:00,1014.4,16.5,0.9144252726172231,4.0,0.0,0.0,0.0,0.0,0.0
649.0,2026-09-01 01:00,1014.1,16.5,0.9144252726172231,4.0,0.0,0.0,0.0,0.0,0.0
650.0,2026-09-01 02:00,1014.0,16.3,0.92613180915866,4.0,0.0,0.0,0.0,0.0,0.0
651.0,2026-09-01 03:00,1013.9,16.3,0.92613180915866,4.0,0.0,0.0,0.0,0.0,0.0
652.0,2026-09-01 04:00,1014.2,16.2,0.932048016700281,4.0,0.0,0.0,0.0,0.0,0.0
653.0,2026-09-01 05:00,1014.7,16.4,0.8516694019587312,4.0,0.0,0.0,0.0,0.0,0.0
654.0,2026-09-01 06:00,1014.8,16.3,0.92613180915866,4.0,0.0,0.0,0.0,0.0,0.0
655.0,2026-09-01 07:00,1014.6,16.2,0.932048016700281,3.0,0.0,0.0,0.0,0.0,0.0
656.0,2026-09-01 08:00,1014.5,16.2,0.9025273159768378,3.0,0.0,0.0,0.0,0.0,0.0
657.0,2026-09-01 09:00,1014.4,16.3,0.8571057312875529,3.0,0.0,0.0,0.0,0.0,0.0
658.0,2026-09-01 10:00,1014.4,16.5,0.8353584237069821,3.0,0.0,0.0,0.0,0.0,0.0
659.0,2026-09-01 11:00,1014.5,16.6,0.8193472643185665,4.0,0.0,0.0,0.0,0.0,0.0
660.0,2026-09-01 12:00,1014.4,16.5,0.8797680617579738,4.0,0.0,0.0,0.0,0.0,0.0
661.0,2026-09-01 13:00,1014.6,16.2,0.9260768600471826,3.0,0.0,0.0,0.0,0.0,0.0
662.0,2026-09-01 14:00,1014.8,16.1,0.9501275990991449,4.0,0.0,0.0,0.0,0.0,0.0
663.0,2026-09-01 15:00,1015.5,16.1,0.9562395715567671,3.0,0.0,0.0,0.0,0.0,0.0
664.0,2026-09-01 16:00,1016.1,16.1,0.9562395715567671,4.0,0.0,0.0,0.0,0.0,0.0
665.0,2026-09-01 17:00,1016.3,16.3,0.9441339324652338,4.0,0.0,0.0,0.0,0.0,0.0
666.0,2026-09-01 18:00,1016.7,16.4,0.9441758258156941,3.0,0.0,0.0,0.0,0.0,0.0
667.0,2026-09-01 19:00,1017.1,16.6,0.9382380143867836,4.0,0.0,0.0,0.0,0.0,0.0
668.0,2026-09-01 20:00,1017.2,16.7,0.9323007842241369,4.0,0.0,0.0,0.0,0.0,0.0
669.0,2026-09-01 21:00,1017.0,16.9,0.9264602384588321,4.0,0.0,0.0,0.0,0.0,0.0
670.0,2026-09-01 22:00,1016.9,16.9,0.9146774794044665,4.0,0.0,0.0,0.0,0.0,0.0
671.0,2026-09-01 23:00,1016.8,17.0,0.9089026455390058,4.0,0.0,0.0,0.0,0.0,0.0
672.0,2026-09-02 00:00,1016.5,17.2,0.8974752273349127,4.0,0.0,0.0,0.0,0.0,0.0
673.0,2026-09-02 01:00,1016.4,17.2,0.926623643559593,4.0,0.0,0.0,0.0,0.0,0.0
674.0,2026-09-02 02:00,1016.4,17.3,0.926677992568539,3.0,0.0,0.0,0.0,0.0,0.0
675.0,2026-09-02 03:00,1016.4,17.0,0.9384222041997571,3.0,0.0,0.0,0.0,0.0,0.0
676.0,2026-09-02 04:00,1016.6,16.8,0.9564700707259925,3.0,0.0,0.0,0.0,0.0,0.0
677.0,2026-09-02 05:00,1016.9,16.7,0.9625565178650933,4.0,0.0,0.0,0.0,0.0,0.0
678.0,2026-09-02 06:00,1017.0,16.6,0.9686864275335452,4.0,0.0,0.0,0.0,0.0,0.0
679.0,2026-09-02 07:00,1016.8,16.6,0.9625281930277724,4.0,0.0,0.0,0.0,0.0,0.0
680.0,2026-09-02 08:00,1016.6,16.5,0.9624998362508222,5.0,0.0,0.0,0.0,0.0,0.0
681.0,2026-09-02 09:00,1016.6,16.4,0.962471447486534,6.0,0.0,0.0,0.0,0.0,0.0
682.0,2026-09-02 10:00,1016.4,16.4,0.962471447486534,5.0,0.0,0.0,0.0,0.0,0.0
683.0,2026-09-02 11:00,1016.2,16.6,0.9625281930277724,5.0,0.0,0.0,0.0,0.0,0.0
684.0,2026-09-02 12:00,1016.0,16.3,0.9686150423439879,6.0,0.0,0.0,0.0,0.0,0.0
685.0,2026-09-02 13:00,1016.1,16.1,0.968567317264588,6.0,0.0,0.0,0.0,0.0,0.0
686.0,2026-09-02 14:00,1016.3,16.0,0.9747641899562645,7.0,0.0,0.0,0.0,0.0,0.0
687.0,2026-09-02 15:00,1016.6,15.9,0.9623290221790394,7.0,0.0,0.0,0.0,0.0,0.0
688.0,2026-09-02 16:00,1017.4,15.8,0.974725655901945,6.0,0.0,0.0,0.0,0.0,0.0
689.0,2026-09-02 17:00,1017.5,16.1,0.968567317264588,6.0,0.0,0.0,0.0,0.0,0.0
690.0,2026-09-02 18:00,1017.8,16.3,0.9686150423439879,5.0,0.0,0.0,0.0,0.0,0.0
691.0,2026-09-02 19:00,1018.4,16.7,0.9503522103547698,3.0,0.0,0.0,0.0,0.0,0.0
692.0,2026-09-02 20:00,1018.5,16.8,0.9264056504469453,2.0,0.0,0.0,0.0,0.0,0.0
693.0,2026-09-02 21:00,1018.2,17.0,0.9089026455390058,1.0,0.0,0.0,0.0,0.0,0.0
694.0,2026-09-02 22:00,1018.2,17.1,0.8916644658303884,2.0,0.0,0.0,0.0,0.0,0.0
695.0,2026-09-02 23:00,1018.0,17.4,0.8693240032333807,2.0,0.0,0.0,0.0,0.0,0.0
696.0,2026-09-03 00:00,1017.6,17.5,0.875010594191152,2.0,0.0,0.0,0.0,0.0,0.0
697.0,2026-09-03 01:00,1017.3,17.5,0.8976993566271491,3.0,0.0,0.0,0.0,0.0,0.0
698.0,2026-09-03 02:00,1017.1,17.5,0.9092364626357303,3.0,0.0,0.0,0.0,0.0,0.0
699.0,2026-09-03 03:00,1016.8,17.1,0.9265692349289826,2.0,0.0,0.0,0.0,0.0,0.0
700.0,2026-09-03 04:00,1016.9,16.9,0.9324015014101815,3.0,0.0,0.0,0.0,0.0,0.0
701.0,2026-09-03 05:00,1017.4,16.8,0.9383302112752655,3.0,0.0,0.0,0.0,0.0,0.0
702.0,2026-09-03 06:00,1017.2,16.8,0.9443429336167335,3.0,0.0,0.0,0.0,0.0,0.0
703.0,2026-09-03 07:00,1016.8,16.7,0.9564372530611401,2.0,0.0,0.0,0.0,0.0,0.0
704.0,2026-09-03 08:00,1016.6,16.6,0.9625281930277724,2.0,0.0,0.0,0.0,0.0,0.0
705.0,2026-09-03 09:00,1016.6,16.6,0.9686864275335452,3.0,0.0,0.0,0.0,0.0,0.0
706.0,2026-09-03 10:00,1016.2,16.6,0.9748792671308887,3.0,0.0,0.0,0.0,0.0,0.0
707.0,2026-09-03 11:00,1015.9,16.6,0.9811068775156451,3.0,0.0,0.0,0.0,0.0,0.0
708.0,2026-09-03 12:00,1015.6,16.5,0.9810924504239088,3.0,0.0,0.0,0.0,0.0,0.0
709.0,2026-09-03 13:00,1015.1,16.1,0.9747834240890093,5.0,0.0,0.0,0.0,0.0,0.0
710.0,2026-09-03 14:00,1015.1,16.0,0.9623575715987422,5.0,0.0,0.0,0.0,0.0,0.0
711.0,2026-09-03 15:00,1015.3,16.2,0.9624145738046703,6.0,0.0,0.0,0.0,0.0,0.0
712.0,2026-09-03 16:00,1015.5,16.3,0.9686150423439879,6.0,0.0,0.0,0.0,0.0,0.0
713.0,2026-09-03 17:00,1015.3,16.4,0.9686388643572562,6.0,0.0,0.0,0.0,0.0,0.0
714.0,2026-09-03 18:00,1015.1,16.5,0.9748601420955954,6.0,0.0,0.0,0.0,0.0,0.0
715.0,2026-09-03 19:00,1015.1,16.4,0.9748409953066477,6.0,0.0,0.0,0.0,0.0,0.0
716.0,2026-09-03 20:00,1014.8,16.5,0.9686626594069596,6.0,0.0,0.0,0.0,0.0,0.0
717.0,2026-09-03 21:00,1014.2,16.5,0.9686626594069596,6.0,0.0,0.0,0.0,0.0,0.0
718.0,2026-09-03 22:00,1013.9,16.6,0.9748792671308887,6.0,0.0,0.0,0.0,0.0,0.0
