hour,stamp,pres_hPa,atmp_C,rh,wspd_m_s,gust_m_s,rho0_model,rho0_obs,rho30_model,v_stall_m_s,cl_trim,alpha_trim_deg,cd_trim,drag_N,power_W,thrust_avail_N,margin
710.0,2026-09-03 14:00,1015.1,16.0,0.9623575715987422,5.0,6.0,1.2150412424981596,1.2150412424981596,1.2116209463967003,6.570165590151075,0.473286132311123,2.1770005288896224,0.0333802090348002,58.09854205518654,1074.3143924457668,416.3347972098815,7.166011099115261
711.0,2026-09-03 15:00,1015.3,16.2,0.9624145738046703,6.0,7.0,1.2143397600972714,1.2143397600972714,1.2109224721979075,6.5720601910369,0.47355912926976873,2.1804302004705542,0.03338987942752774,58.081871156833685,1074.0061267750298,416.0947888848559,7.163935675579554
712.0,2026-09-03 16:00,1015.5,16.3,0.9686150423439879,6.0,8.0,1.214057379409691,1.214057379409691,1.2106422856006085,6.572820653757599,0.4736687280526859,2.181807094311938,0.03339376332257893,58.07518650519656,1073.8825192418935,415.99851171953094,7.163102466873824
713.0,2026-09-03 17:00,1015.3,16.4,0.9686388643572562,6.0,7.0,1.21334526248782,1.21334526248782,1.2099314362602278,6.574751176030049,0.4739470141545297,2.1853032136079062,0.033403629094633125,58.05823418257157,1073.5690496859086,415.75425107278807,7.1609868423727026
714.0,2026-09-03 18:00,1015.1,16.5,0.9748601420955954,6.0,7.0,1.2125805740457494,1.2125805740457494,1.2091686327053173,6.576824688655742,0.47424600344143136,2.1890594278359927,0.033414235291233725,58.0400540728576,1073.232876817691,415.4921380214338,7.158713834068229
715.0,2026-09-03 19:00,1015.1,16.4,0.9748409953066477,6.0,7.0,1.213052142858667,1.213052142858667,1.2096387670471973,6.575546500604834,0.4740616845035873,2.186743821735152,0.03340769606258062,58.05125754163049,1073.4400429069296,415.6536846556928,7.1601150820482005
716.0,2026-09-03 20:00,1014.8,16.5,0.9686626594069596,6.0,7.0,1.212272527534909,1.212272527534909,1.2088597277964146,6.577664936541641,0.47436718947743045,2.190581892795799,0.03341853608911509,58.0326951641513,1073.0968014316966,415.385992726581,7.157792543524302
717.0,2026-09-03 21:00,1014.2,16.5,0.9686626594069596,6.0,7.0,1.211550895466961,1.211550895466961,1.2081376095794856,6.579630417166201,0.47465072438795625,2.1941439530826843,0.033428602814991645,58.01549990330595,1072.7788396454873,415.1378598907293,7.15563703807839
718.0,2026-09-03 22:00,1013.9,16.6,0.9748792671308887,6.0,7.0,1.2106662682775933,1.2106662682775933,1.2072547915568765,6.582035690203769,0.47499781782412626,2.1985045016392157,0.03344093433465055,57.99449221975874,1072.3903814159285,414.8345077049578,7.152998359448064
719.0,2026-09-03 23:00,1013.3,16.7,0.9811212881545688,6.0,7.0,1.2094204934472281,1.2094204934472281,1.20601059427592,6.585430038426203,0.4754878558024011,2.2046608681277062,0.03345835972868987,57.964911684002615,1071.8434004732935,414.40697909198957,7.149273017979241
720.0,2026-09-04 00:00,1012.8,16.9,0.9811500601736323,6.0,7.0,1.2078779420508787,1.2078779420508787,1.20447052790667,6.589638841884366,0.4760958265569706,2.21229882874576,0.03348000370090741,57.9283401329167,1071.1671469513317,413.8777845271066,7.144651194518316
721.0,2026-09-04 01:00,1012.6,16.5,0.9810924504239088,4.0,4.0,1.2095207077106516,1.2095207077106516,1.206107359530738,6.585165860617905,0.47544970770292555,2.2041816120462947,0.03345700256509223,57.967211140736175,1071.8859202917997,414.4402293777835,7.1495630240271755
722.0,2026-09-04 02:00,1012.5,16.2,0.9873306628630374,4.0,5.0,1.2107602954022534,1.2107602954022534,1.207343169432858,6.581794782318455,0.4749630478438109,2.198067685002324,0.03343969862211534,57.996594569677136,1072.4292564839661,414.86487593619705,7.1532626874803515
723.0,2026-09-04 03:00,1012.3,16.1,0.9936426955816314,4.0,5.0,1.2109380048348544,1.2109380048348544,1.207519894914075,6.581313128385922,0.4748935350568629,2.197194393112592,0.03343722843398458,58.00079901985028,1072.5070020034498,414.9256019971018,7.1537911375168655
