# t,x,z,Vx,Vz,T,L,D,R,N_water
1.519000000000000128e+00,3.866257727880133555e+00,-5.223881476572207749e-02,3.201160616284672855e+00,-1.041932690211311470e-02,5.390024862668767582e+02,9.909542418599595237e+01,6.134349744419347772e+00,4.804320579747419515e+02,6.456346008560898326e+02
1.520000000000000018e+00,3.869459204403440822e+00,-5.224926126379721147e-02,3.201476523307421385e+00,-1.044649807513409016e-02,5.390004504746453904e+02,9.912138405571660371e+01,6.135897235273175987e+00,4.804566323335375841e+02,6.456187050027218675e+02
1.521000000000000130e+00,3.872660996520774557e+00,-5.225973477080977925e-02,3.201792117333514209e+00,-1.047350701256511384e-02,5.389984164870314771e+02,9.914729781156185595e+01,6.137442161375776806e+00,4.804811794336052344e+02,6.456058596081909400e+02
1.522000000000000020e+00,3.875863103917541519e+00,-5.227023508711608341e-02,3.202107396766995961e+00,-1.050031630630478448e-02,5.389963843156738221e+02,9.917315621845931162e+01,6.138984035849698984e+00,4.805056987020437873e+02,6.455960623786064616e+02
1.523000000000000131e+00,3.879065526277547526e+00,-5.228076197581571494e-02,3.202422360006071500e+00,-1.052688869963329041e-02,5.389943539722597734e+02,9.919895007247632179e+01,6.140522373330711048e+00,4.805301895669019814e+02,6.455893104760991719e+02
1.524000000000000021e+00,3.882268263282990794e+00,-5.229131516290928816e-02,3.202737005443478058e+00,-1.055318709357094993e-02,5.389923254685224947e+02,9.922467020242719116e+01,6.142056690055238022e+00,4.805546514572929482e+02,6.455856005211049933e+02
1.525000000000000133e+00,3.885471314614457494e+00,-5.230189433746247618e-02,3.203051331466857832e+00,-1.057917455318632856e-02,5.389902988162377824e+02,9.925030747147026489e+01,6.143586503947719990e+00,4.805790838035062507e+02,6.455849285947894032e+02
1.526000000000000023e+00,3.888674679950916424e+00,-5.231249915177632603e-02,3.203365336459131463e+00,-1.060481431385290607e-02,5.389882740272222463e+02,9.927585277869350477e+01,6.145111334707821449e+00,4.806034860371235595e+02,6.455872902415675298e+02
1.527000000000000135e+00,3.891878358969715457e+00,-5.232312922156377721e-02,3.203679018798868849e+00,-1.063006978745366544e-02,5.389862511133293310e+02,9.930129706068908035e+01,6.146630703897494108e+00,4.806278575911305211e+02,6.455926804716831384e+02
1.528000000000000025e+00,3.895082351346576210e+00,-5.233378412613230724e-02,3.203992376860663072e+00,-1.065490456853162432e-02,5.389842300864473827e+02,9.932663129311649186e+01,6.148144135027865609e+00,4.806521979000307851e+02,6.456010937639598524e+02
1.529000000000000137e+00,3.898286656755591828e+00,-5.234446340857269037e-02,3.204305409015499873e+00,-1.067928244038596555e-02,5.389822109584964664e+02,9.935184649225365661e+01,6.149651153645924850e+00,4.806765063999584413e+02,6.456125240685908011e+02
1.530000000000000027e+00,3.901491274869222980e+00,-5.235516657595380013e-02,3.204618113631129805e+00,-1.070316738111215353e-02,5.389801937414256372e+02,9.937693371653577401e+01,6.151151287420976388e+00,4.807007825287911942e+02,6.456269648100692393e+02
1.531000000000000139e+00,3.904696205358295202e+00,-5.236589309952338622e-02,3.204930489072438160e+00,-1.072652356958547076e-02,5.389781784472097570e+02,9.940188406808216826e+01,6.152644066230855913e+00,4.807250257262622313e+02,6.456444088901780560e+02
1.532000000000000028e+00,3.907901447891997115e+00,-5.237664241491477024e-02,3.205242533701815777e+00,-1.074931539138630418e-02,5.389761650878469936e+02,9.942668869421002853e+01,6.154129022247869507e+00,4.807492354340728298e+02,6.456648486911250302e+02
1.533000000000000140e+00,3.911107002137876432e+00,-5.238741392235943956e-02,3.205554245879526754e+00,-1.077150744466682207e-02,5.389741536753557511e+02,9.945133878893524582e+01,6.155605690024414045e+00,4.807734110960038265e+02,6.456882760787193547e+02
1.534000000000000030e+00,3.914312867761840398e+00,-5.239820698690539347e-02,3.205865623964077926e+00,-1.079306454595736937e-02,5.389721442217713729e+02,9.947582559446017569e+01,6.157073606578312486e+00,4.807975521580267468e+02,6.457146824056972036e+02
1.535000000000000142e+00,3.917519044428153130e+00,-5.240902093864130418e-02,3.206176666312587464e+00,-1.081395173591221358e-02,5.389701367391438680e+02,9.950014040264761661e+01,6.158532311477756593e+00,4.808216580684152746e+02,6.457440585150882271e+02
1.536000000000000032e+00,3.920725531799434282e+00,-5.241985507292629826e-02,3.206487371281150800e+00,-1.083413428499318751e-02,5.389681312395341592e+02,9.952427455648134469e+01,6.159981346925921919e+00,4.808457282778554145e+02,6.457763947437138086e+02
1.536999999999999922e+00,3.923932329536659491e+00,-5.243070865062538638e-02,3.206797737225207001e+00,-1.085357769909054207e-02,5.389661277350115824e+02,9.954821945151203977e+01,6.161420257845138693e+00,4.808697622395554845e+02,6.458116809257535351e+02
1.538000000000000034e+00,3.927139437299159486e+00,-5.244158089835046499e-02,3.207107762499904702e+00,-1.087224772507981198e-02,5.389641262376509303e+02,9.957196653728954061e+01,6.162848591960674582e+00,4.808937594093559937e+02,6.458499063964225115e+02
1.538999999999999924e+00,3.930346854744620089e+00,-5.245247100870677887e-02,3.207417445460465810e+00,-1.089011035631402141e-02,5.389621267595289282e+02,9.959550731877995133e+01,6.164265899884049382e+00,4.809177192458383274e+02,6.458910599957171144e+02
1.540000000000000036e+00,3.933554581529082661e+00,-5.246337814054483073e-02,3.207726784462548775e+00,-1.090713183805033099e-02,5.389601293127215058e+02,9.961883335776828119e+01,6.165671735195879855e+00,4.809416412104333745e+02,6.459351300722468068e+02
1.540999999999999925e+00,3.936762617306945433e+00,-5.247430141921764074e-02,3.208035777862611848e+00,-1.092327867280996900e-02,5.389581339093008410e+02,9.964193627424599242e+01,6.167065654528234298e+00,4.809655247675293595e+02,6.459821044871750928e+02
1.542000000000000037e+00,3.939970961730963506e+00,-5.248523993684331423e-02,3.208344424018273244e+00,-1.093851762567085890e-02,5.389561405613321767e+02,9.966480774778300145e+01,6.168447217646450653e+00,4.809893693845799021e+02,6.460319706182219761e+02
1.542999999999999927e+00,3.943179614452251958e+00,-5.249619275257280671e-02,3.208652721288671295e+00,-1.095281572949207381e-02,5.389541492808705243e+02,9.968743951888438914e+01,6.169815987530410162e+00,4.810131745322091206e+02,6.460847153637516840e+02
1.544000000000000039e+00,3.946388575120286735e+00,-5.250715889286287907e-02,3.208960668034823716e+00,-1.096614029006890388e-02,5.389521600799578209e+02,9.970982339033119501e+01,6.171171530455239029e+00,4.810369396843195773e+02,6.461403251469740781e+02
1.544999999999999929e+00,3.949597843382906870e+00,-5.251813735175409753e-02,3.209268262619984657e+00,-1.097845889121838898e-02,5.389501729706198603e+02,9.973195122850526673e+01,6.172513416071407910e+00,4.810606643181956201e+02,6.461987859201733500e+02
1.546000000000000041e+00,3.952807418886316704e+00,-5.252912709115389184e-02,3.209575503410001307e+00,-1.098973939979406601e-02,5.389481879648632230e+02,9.975381496469773879e+01,6.173841217484204336e+00,4.810843479146098502e+02,6.462600831690530185e+02
1.546999999999999931e+00,3.956017301275090325e+00,-5.254012704112451942e-02,3.209882388773668271e+00,-1.099994997062918138e-02,5.389462050746715249e+02,9.977540659640136766e+01,6.175154511332571872e+00,4.811079899579256107e+02,6.463242019171592574e+02
1.548000000000000043e+00,3.959227490192173349e+00,-5.255113610017592835e-02,3.210188917083081517e+00,-1.100905905140798190e-02,5.389442243120034846e+02,9.979671818858575705e+01,6.176452877867241398e+00,4.811315899362007826e+02,6.463911267303485602e+02
1.548999999999999932e+00,3.962437985278887354e+00,-5.256215313556339419e-02,3.210495086713988755e+00,-1.101703538746365979e-02,5.389422456887886028e+02,9.981774187495614115e+01,6.177735901028210463e+00,4.811551473412901032e+02,6.464608417213901248e+02
1.550000000000000044e+00,3.965648786174933438e+00,-5.257317698358989627e-02,3.210800896046142050e+00,-1.102384802650323292e-02,5.389402692169250031e+02,9.983846985919466022e+01,6.179003168521443712e+00,4.811786616689461766e+02,6.465333305545605072e+02
1.550999999999999934e+00,3.968859892518397103e+00,-5.258420644991315673e-02,3.211106343463645096e+00,-1.102946632325772607e-02,5.389382949082755658e+02,9.985889441618479623e+01,6.180254271894882301e+00,4.812021324189207689e+02,6.466085764503870905e+02
1.552000000000000046e+00,3.972071303945752252e+00,-5.259524030985721771e-02,3.211411427355299608e+00,-1.103385994405763071e-02,5.389363227746653138e+02,9.987900789321810180e+01,6.181488806613646858e+00,4.812255590950633746e+02,6.466865621904112231e+02
1.552999999999999936e+00,3.975283020091867403e+00,-5.260627730872854957e-02,3.211716146114953041e+00,-1.103699887133261989e-02,5.389343528278781150e+02,9.989880271118300925e+01,6.182706372134439299e+00,4.812489412054214881e+02,6.467672701220510589e+02
1.554000000000000048e+00,3.978495040590009246e+00,-5.261731616213658619e-02,3.212020498141840097e+00,-1.103885340803522144e-02,5.389323850796534998e+02,9.991827136573630241e+01,6.183906571979153277e+00,4.812722782623371813e+02,6.468506821635057804e+02
1.554999999999999938e+00,3.981707365071850191e+00,-5.262835555631857620e-02,3.212324481840925117e+00,-1.103939418198750938e-02,5.389304195416835910e+02,9.993740642845619959e+01,6.185089013807622216e+00,4.812955697825452148e+02,6.469367798087531582e+02
1.556000000000000050e+00,3.984919993167473251e+00,-5.263939414846872944e-02,3.212628095623242697e+00,-1.103859215015044574e-02,5.389284562256104891e+02,9.995620054797721821e+01,6.186253309489494256e+00,4.813188152872676824e+02,6.470255441325957690e+02
1.556999999999999940e+00,3.988132924505379595e+00,-5.265043056707154751e-02,3.212931337906235640e+00,-1.103641860281545130e-02,5.389264951430219526e+02,9.997464645110694903e+01,6.187399075175239460e+00,4.813420143023099627e+02,6.471169557957582583e+02
1.558000000000000052e+00,3.991346158712493875e+00,-5.266146341223926219e-02,3.213234207114089802e+00,-1.103284516771730131e-02,5.389245363054498057e+02,9.999273694392371681e+01,6.188525931366211097e+00,4.813651663581541129e+02,6.472109950500764626e+02
1.558999999999999941e+00,3.994559695414171774e+00,-5.267249125605333315e-02,3.213536701678069818e+00,-1.102784381406793357e-02,5.389225797243657325e+02,1.000104649128564205e+02,6.189633502983822311e+00,4.813882709900516943e+02,6.473076417437378041e+02
1.560000000000000053e+00,3.997773534234208448e+00,-5.268351264290984520e-02,3.213838820036850397e+00,-1.102138685651106106e-02,5.389206254111788894e+02,1.000278233257443361e+02,6.190721419437690720e+00,4.814113277381151192e+02,6.474068753265502210e+02
1.560999999999999943e+00,4.000987674794845184e+00,-5.269452608986884001e-02,3.214140560636846722e+00,-1.101344695899673237e-02,5.389186733772323805e+02,1.000448052328790567e+02,6.191789314692881518e+00,4.814343361474093399e+02,6.475086748552978406e+02
1.562000000000000055e+00,4.004202116716777837e+00,-5.270553008700741560e-02,3.214441921932540858e+00,-1.100399713857515109e-02,5.389167236338005296e+02,1.000614037680264232e+02,6.192836827336080319e+00,4.814572957680396144e+02,6.476130189991711177e+02
1.562999999999999945e+00,4.007416859619164384e+00,-5.271652309777652423e-02,3.214742902386808598e+00,-1.099301076911017583e-02,5.389147761920859239e+02,1.000776121494295268e+02,6.193863600640790779e+00,4.814802061552409782e+02,6.477198860451840119e+02
1.564000000000000057e+00,4.010631903119636021e+00,-5.272750355936143413e-02,3.215043500471242766e+00,-1.098046158491113380e-02,5.389128310632160037e+02,1.000934236807923838e+02,6.194869282631458418e+00,4.815030668694652149e+02,6.478292539037175857e+02
1.564999999999999947e+00,4.013847246834302496e+00,-5.273846988304571604e-02,3.215343714666473840e+00,-1.096632368428320306e-02,5.389108882582404476e+02,1.001088317522434465e+02,6.195853526146533063e+00,4.815258774764658369e+02,6.479411001140664439e+02
1.566000000000000059e+00,4.017062890377765427e+00,-5.274942045457871320e-02,3.215643543462487930e+00,-1.095057153299577174e-02,5.389089477881279890e+02,1.001238298412804397e+02,6.196815988900469030e+00,4.815486375473835210e+02,6.480554018500482698e+02
1.566999999999999948e+00,4.020278833363124527e+00,-5.276035363454638361e-02,3.215942985358943851e+00,-1.093317996766838759e-02,5.389070096637638017e+02,1.001384115136940665e+02,6.197756333544563567e+00,4.815713466588294409e+02,6.481721359256680444e+02
1.568000000000000060e+00,4.023495075401990029e+00,-5.277126775874545900e-02,3.216242038865486652e+00,-1.091412419907396118e-02,5.389050738959458613e+02,1.001525704244729837e+02,6.198674227726733932e+00,4.815940043929662693e+02,6.482912788008266034e+02
1.568999999999999950e+00,4.026711616104492464e+00,-5.278216113856081665e-02,3.216540702502058480e+00,-1.089337981535923663e-02,5.389031404953830133e+02,1.001663003186881582e+02,6.199569344150103412e+00,4.816166103375903731e+02,6.484128065870494311e+02
1.570000000000000062e+00,4.029928455079291538e+00,-5.279303206134600135e-02,3.216838974799207218e+00,-1.087092278518166262e-02,5.389012094726913347e+02,1.001795950323568576e+02,6.200441360630423837e+00,4.816391640862096324e+02,6.485366950533045838e+02
1.570999999999999952e+00,4.033145591933590346e+00,-5.280387879080676583e-02,3.217136854298393800e+00,-1.084672946076315966e-02,5.388992808383914053e+02,1.001924484932869746e+02,6.201289960152341685e+00,4.816616652381228505e+02,6.486629196318029926e+02
1.572000000000000064e+00,4.036363026273142474e+00,-5.281469956738762267e-02,3.217434339552293299e+00,-1.082077658085956601e-02,5.388973546029058070e+02,1.002048547219006878e+02,6.202114830924440270e+00,4.816841133984955832e+02,6.487914554239132485e+02
1.572999999999999954e+00,4.039580757702267988e+00,-5.282549260866126889e-02,3.217731429125097353e+00,-1.079304127364668318e-02,5.388954307765558269e+02,1.002168078320375741e+02,6.202915666433061581e+00,4.817065081784355698e+02,6.489222772060271609e+02
1.574000000000000066e+00,4.042798785823860541e+00,-5.283625610972079306e-02,3.218028121592811708e+00,-1.076350105952156647e-02,5.388935093695594105e+02,1.002283020317374564e+02,6.203692165494895328e+00,4.817288491950663456e+02,6.490553594355513951e+02
1.574999999999999956e+00,4.046017110239404246e+00,-5.284698824357461633e-02,3.218324415543550643e+00,-1.073213385382010450e-02,5.388915903920275241e+02,1.002393316240025030e+02,6.204444032308314760e+00,4.817511360716003992e+02,6.491906762568384011e+02
1.576000000000000068e+00,4.049235730548981671e+00,-5.285768716154406327e-02,3.218620309577830074e+00,-1.069891796944938758e-02,5.388896738539621083e+02,1.002498910075388636e+02,6.205170976503445068e+00,4.817733684374090899e+02,6.493282015072560398e+02
1.576999999999999957e+00,4.052454646351290712e+00,-5.286835099366350016e-02,3.218915802308856655e+00,-1.066383211943592278e-02,5.388877597652530085e+02,1.002599746774772598e+02,6.205872713190931478e+00,4.817955459280923947e+02,6.494679087231952508e+02
1.578000000000000069e+00,4.055673857243653480e+00,-5.287897784908288795e-02,3.219210892362814214e+00,-1.062685541938888228e-02,5.388858481356755874e+02,1.002695772260730394e+02,6.206548963009420383e+00,4.818176681855475181e+02,6.496097711461634390e+02
1.578999999999999959e+00,4.058893362822032280e+00,-5.288956581647276389e-02,3.219505578379146193e+00,-1.058796738987843704e-02,5.388839389748879967e+02,1.002786933433851999e+02,6.207199452171709098e+00,4.818397348580344897e+02,6.497537617288935508e+02
1.580000000000000071e+00,4.062113162681042944e+00,-5.290011296443149214e-02,3.219799859010838539e+00,-1.054714795872927977e-02,5.388820322924285620e+02,1.002873178179345928e+02,6.207823912509565112e+00,4.818617456002411359e+02,6.498998531414670197e+02
1.580999999999999961e+00,4.065333256413967256e+00,-5.291061734189472093e-02,3.220093732924694141e+00,-1.050437746322892274e-02,5.388801280977131682e+02,1.002954455373413367e+02,6.208422081517221081e+00,4.818837000733473133e+02,6.500480177774908270e+02
1.582000000000000073e+00,4.068553643612768944e+00,-5.292107697854697007e-02,3.220387198801608619e+00,-1.045963665225136362e-02,5.388782264000329860e+02,1.003030714889409438e+02,6.208993702393485137e+00,4.819055979450855602e+02,6.501982277602475051e+02
1.582999999999999963e+00,4.071774323868106116e+00,-5.293148988523526527e-02,3.220680255336841658e+00,-1.041290668829508541e-02,5.388763272085519702e+02,1.003101907603794274e+02,6.209538524082472755e+00,4.819274388898018628e+02,6.503504549489497322e+02
1.584000000000000075e+00,4.074995296769346353e+00,-5.294185405438470160e-02,3.220972901240283903e+00,-1.036416914943655461e-02,5.388744305323040180e+02,1.003167985401876905e+02,6.210056301312986804e+00,4.819492225885143739e+02,6.505046709449227365e+02
1.584999999999999964e+00,4.078216561904582704e+00,-5.295216746041590122e-02,3.221265135236722088e+00,-1.031340603119842124e-02,5.388725363801909225e+02,1.003228901183343993e+02,6.210546794636467638e+00,4.819709487289696881e+02,6.506608470978716241e+02
1.586000000000000076e+00,4.081438118860648778e+00,-5.296242806016423360e-02,3.221556956066100597e+00,-1.026059974833274518e-02,5.388706447609803263e+02,1.003284608867579522e+02,6.211009770463549629e+00,4.819926170056995716e+02,6.508189545121442734e+02
1.586999999999999966e+00,4.084659967223132959e+00,-5.297263379330074962e-02,3.221848362483778150e+00,-1.020573313651925232e-02,5.388687556833027656e+02,1.003335063398775446e+02,6.211445001099209051e+00,4.820142271200733148e+02,6.509789640530142378e+02
1.588000000000000078e+00,4.087882106576393504e+00,-5.298278258275472552e-02,3.222139353260784045e+00,-1.014878945397877479e-02,5.388668691556497379e+02,1.003380220750823923e+02,6.211852264776436705e+00,4.820357787803503129e+02,6.511408463529742221e+02
1.588999999999999968e+00,4.091104536503577194e+00,-5.299287233513772649e-02,3.222429927184068177e+00,-1.008975238300207494e-02,5.388649851863714275e+02,1.003420037932006181e+02,6.212231345688536521e+00,4.820572717017306559e+02,6.513045718180333097e+02
1.590000000000000080e+00,4.094327256586633546e+00,-5.300290094116912043e-02,3.222720083056749285e+00,-1.002860603139374071e-02,5.388631037836746600e+02,1.003454472989464676e+02,6.212582034019918709e+00,4.820787056064039575e+02,6.514701106340611432e+02
1.590999999999999970e+00,4.097550266406331687e+00,-5.301286627610295177e-02,3.223009819698359202e+00,-9.965334933831794181e-03,5.388612249556204006e+02,1.003483485013465071e+02,6.212904125975465597e+00,4.821000802235953415e+02,6.516374327731020912e+02
1.592000000000000082e+00,4.100773565542276344e+00,-5.302276620015609204e-02,3.223299135945083549e+00,-9.899924053142756739e-03,5.388593487101225037e+02,1.003507034141448884e+02,6.213197423808428432e+00,4.821213952896125647e+02,6.518065079997313660e+02
1.592999999999999972e+00,4.103997153572926493e+00,-5.303259855893758395e-02,3.223588030649997993e+00,-9.832358781492727545e-03,5.388574750549443024e+02,1.003525081561870564e+02,6.213461735846832035e+00,4.821426505478880813e+02,6.519773058773866978e+02
1.594000000000000083e+00,4.107221030075609569e+00,-5.304236118387907484e-02,3.223876502683303169e+00,-9.762624941494232531e-03,5.388556039976979264e+02,1.003537589517827087e+02,6.213696876518422840e+00,4.821638457490219025e+02,6.521497957747424152e+02
1.594999999999999973e+00,4.110445194626541898e+00,-5.305205189266630483e-02,3.224164550932553830e+00,-9.690708787229551646e-03,5.388537355458418006e+02,1.003544521310474522e+02,6.213902666374112371e+00,4.821849806508210463e+02,6.523239468720470313e+02
1.596000000000000085e+00,4.113669646800844681e+00,-5.306166848967149713e-02,3.224452174302884444e+00,-9.616597005190142752e-03,5.388518697066785990e+02,1.003545841302236852e+02,6.214078932109944553e+00,4.822060550183384748e+02,6.524997281675121030e+02
1.596999999999999975e+00,4.116894386172561759e+00,-5.307120876638662943e-02,3.224739371717233016e+00,-9.540276715132956636e-03,5.388500064873538804e+02,1.003541514919800193e+02,6.214225506587542469e+00,4.822270686239100996e+02,6.526771084836606178e+02
1.598000000000000087e+00,4.120119412314678264e+00,-5.308067050185748259e-02,3.225026142116558248e+00,-9.461735470853729901e-03,5.388481458948535874e+02,1.003531508656899973e+02,6.214342228853073635e+00,4.822480212471884897e+02,6.528560564736868628e+02
1.598999999999999977e+00,4.123344724799138383e+00,-5.309005146311836232e-02,3.225312484460055362e+00,-9.380961260877096128e-03,5.388462879360031366e+02,1.003515790076898924e+02,6.214428944154697376e+00,4.822689126751776598e+02,6.530365406278523324e+02
1.600000000000000089e+00,4.126570323196864010e+00,-5.309934940562742456e-02,3.225598397725367050e+00,-9.297942509064608188e-03,5.388444326174650314e+02,1.003494327815152758e+02,6.214485503958500523e+00,4.822897427022633110e+02,6.532185292798144474e+02
1.600999999999999979e+00,4.129796207077772507e+00,-5.310856207370256293e-02,3.225883880908790857e+00,-9.212668075140347315e-03,5.388425799457378389e+02,1.003467091581172212e+02,6.214511765962928536e+00,4.823105111302430146e+02,6.534019906130015443e+02
1.602000000000000091e+00,4.133022376010798027e+00,-5.311768720095769863e-02,3.226168933025481689e+00,-9.125127255134616797e-03,5.388407299271539159e+02,1.003434052160571639e+02,6.214507594111690736e+00,4.823312177683538948e+02,6.535868926669709253e+02
1.602999999999999980e+00,4.136248829563907492e+00,-5.312672251073944502e-02,3.226453553109652539e+00,-9.035309781746074173e-03,5.388388825678784997e+02,1.003395181416813813e+02,6.214472858605149419e+00,4.823518624332988338e+02,6.537732033437563359e+02
1.604000000000000092e+00,4.139475567304121917e+00,-5.313566571656407056e-02,3.226737740214769001e+00,-8.943205824622773789e-03,5.388370378739078888e+02,1.003350452292746411e+02,6.214407435910201727e+00,4.823724449492708004e+02,6.539608904142019128e+02
1.604999999999999982e+00,4.142702588797535945e+00,-5.314451452255463532e-02,3.227021493413740671e+00,-8.848805990562201226e-03,5.388351958510680788e+02,1.003299838811933711e+02,6.214311208768625860e+00,4.823929651479754170e+02,6.541499215243077288e+02
1.606000000000000094e+00,4.145929893609334727e+00,-5.315326662387826612e-02,3.227304811799108997e+00,-8.752101323631092389e-03,5.388333565050135121e+02,1.003243316079778964e+02,6.214184066203910284e+00,4.824134228686514803e+02,6.543402642015339552e+02
1.606999999999999984e+00,4.149157481303817896e+00,-5.316191970718347343e-02,3.227587694483230241e+00,-8.653083305204922748e-03,5.388315198412257132e+02,1.003180860284447675e+02,6.214025903526583683e+00,4.824338179580900601e+02,6.545318858611344695e+02
1.608000000000000096e+00,4.152385351444416450e+00,-5.317047145103739880e-02,3.227870140598455340e+00,-8.551743853927847375e-03,5.388296858650119248e+02,1.003112448697582266e+02,6.213836622337994164e+00,4.824541502706518941e+02,6.547247538124480570e+02
1.608999999999999986e+00,4.155613503593714064e+00,-5.317891952636299296e-02,3.228152149297304874e+00,-8.448075325593568802e-03,5.388278545815039706e+02,1.003038059674815941e+02,6.213616130532598092e+00,4.824744196682821098e+02,6.549188352651726746e+02
1.610000000000000098e+00,4.158841937313466630e+00,-5.318726159687593713e-02,3.228433719752640041e+00,-8.342070512947120584e-03,5.388260259956572327e+02,1.002957672656083332e+02,6.213364342298721255e+00,4.824946260205247768e+02,6.551140973356604036e+02
1.610999999999999988e+00,4.162070652164624462e+00,-5.319549531952134924e-02,3.228714851157829635e+00,-8.233722645408678500e-03,5.388242001122494003e+02,1.002871268165730072e+02,6.213081178117817238e+00,4.825147692045341046e+02,6.553105070531436240e+02
1.612000000000000099e+00,4.165299647707350950e+00,-5.320361834491006692e-02,3.228995542726913026e+00,-8.123025388719220738e-03,5.388223769358795607e+02,1.002778827812423259e+02,6.212766564762215005e+00,4.825348491050842199e+02,6.555080313659966578e+02
1.612999999999999989e+00,4.168528923501045647e+00,-5.321162831775457652e-02,3.229275793694758256e+00,-8.009972844508996340e-03,5.388205564709671762e+02,1.002680334288860848e+02,6.212420435291353904e+00,4.825548656145778068e+02,6.557066371479385225e+02
1.614000000000000101e+00,4.171758479104362927e+00,-5.321952287730436632e-02,3.229555603317216583e+00,-7.894559549788814079e-03,5.388187387217512878e+02,1.002575771371281945e+02,6.212042729046531875e+00,4.825748186330527005e+02,6.559062912042576272e+02
1.614999999999999991e+00,4.174988314075234186e+00,-5.322729965778073141e-02,3.229834970871273025e+00,-7.776780476365399014e-03,5.388169236922891514e+02,1.002465123918782837e+02,6.211633391644149960e+00,4.825947080681857528e+02,6.561069602779540446e+02
1.616000000000000103e+00,4.178218427970889159e+00,-5.323495628881091263e-02,3.230113895655191136e+00,-7.656631030180471517e-03,5.388151113864564650e+02,1.002348377872435350e+02,6.211192374967478891e+00,4.826145338352969247e+02,6.563086110559302142e+02
1.616999999999999993e+00,4.181448820347878126e+00,-5.324249039586148591e-02,3.230392376988655112e+00,-7.534107050574665072e-03,5.388133018079455496e+02,1.002225520254207964e+02,6.210719637156924655e+00,4.826342958573493434e+02,6.565112101751113869e+02
1.618000000000000105e+00,4.184679490762091447e+00,-5.324989960067096073e-02,3.230670414212907460e+00,-7.409204809476748615e-03,5.388114949602652359e+02,1.002096539165697209e+02,6.210215142598834781e+00,4.826539940649491882e+02,6.567147242285498123e+02
1.618999999999999995e+00,4.187910438768782662e+00,-5.325718152168147645e-02,3.230948006690880892e+00,-7.281921010518400614e-03,5.388096908467401818e+02,1.001961423786662237e+02,6.209678861912828474e+00,4.826736283963426786e+02,6.569191197715261978e+02
1.620000000000000107e+00,4.191141663922589800e+00,-5.326433377446955497e-02,3.231225153807327555e+00,-7.152252788075305102e-03,5.388078894705104176e+02,1.001820164373372108e+02,6.209110771937667472e+00,4.826931987974132312e+02,6.571243633276102400e+02
1.620999999999999996e+00,4.194373165777558476e+00,-5.327135397217579171e-02,3.231501854968942045e+00,-7.020197706235537655e-03,5.388060908345304370e+02,1.001672752256759793e+02,6.208510855715674737e+00,4.827127052216739003e+02,6.573304213946632899e+02
1.622000000000000108e+00,4.197604943887163209e+00,-5.327823972593348500e-02,3.231778109604482641e+00,-6.885753757694727806e-03,5.388042949415690828e+02,1.001519179840388034e+02,6.207879102475702737e+00,4.827321476302607834e+02,6.575372604508992254e+02
1.622999999999999998e+00,4.200836997804327844e+00,-5.328498864529606499e-02,3.232053917164884993e+00,-6.748919362580131642e-03,5.388025017942093200e+02,1.001359440598227337e+02,6.207215507614669114e+00,4.827515259919236428e+02,6.577448469607957122e+02
1.624000000000000110e+00,4.204069327081451313e+00,-5.329159833866326662e-02,3.232329277123374922e+00,-6.609693367202586732e-03,5.388007113948473261e+02,1.001193529072250215e+02,6.206520072677673916e+00,4.827708402830137402e+02,6.579531473811047135e+02
1.625000000000000000e+00,4.207301931270427175e+00,-5.329806641370600506e-02,3.232604188975572779e+00,-6.468075042738480503e-03,5.387989237456928322e+02,1.001021440869839552e+02,6.205792805336713513e+00,4.827900904874728667e+02,6.581621281667115682e+02
1.626000000000000112e+00,4.210534809922666710e+00,-5.330439047778984946e-02,3.232878652239596917e+00,-6.324064083841075476e-03,5.387971388487686681e+02,1.000843172661009390e+02,6.205033719367938794e+00,4.828092765968165736e+02,6.583717557765656920e+02
1.627000000000000002e+00,4.213767962589122895e+00,-5.331056813839703257e-02,3.233152666456160951e+00,-6.177660607182946031e-03,5.387953567059103079e+02,1.000658722175451771e+02,6.204242834627585523e+00,4.828283986101199616e+02,6.585819966794882703e+02
1.628000000000000114e+00,4.217001388820311725e+00,-5.331659700354696163e-02,3.233426231188666122e+00,-6.028865149929112099e-03,5.387935773187664381e+02,1.000468088199397414e+02,6.203420177026492510e+00,4.828474565339982973e+02,6.587928173600314494e+02
1.629000000000000004e+00,4.220235088166335302e+00,-5.332247468221510550e-02,3.233699346023291010e+00,-5.877678668142419759e-03,5.387918006887981619e+02,1.000271270572297766e+02,6.202565778503234206e+00,4.828664503825885959e+02,6.590041843242321420e+02
1.630000000000000115e+00,4.223469060176904044e+00,-5.332819878475022340e-02,3.233972010569074129e+00,-5.724102535121206904e-03,5.387900268172799088e+02,1.000068270183334533e+02,6.201679676995940582e+00,4.828853801775276224e+02,6.592160641053799282e+02
1.631000000000000005e+00,4.226703304401362438e+00,-5.333376692328989366e-02,3.234244224457994754e+00,-5.568138539670439667e-03,5.387882557052986385e+02,9.998590889677473115e+01,6.200761916412734998e+00,4.829042459479288709e+02,6.594284232697078778e+02
1.632000000000000117e+00,4.229937820388707692e+00,-5.333917671217420359e-02,3.234515987345047972e+00,-5.409788884306479181e-03,5.387864873537542962e+02,9.996437299029921064e+01,6.199812546600862895e+00,4.829230477303586895e+02,6.596412284220883748e+02
