t,msg,x,y,z,Vx,Vz,roll,pitch,yaw,alt_mm,mode
2.1500000000000004,HIL_STATE,28.40842813474768,0.0,23.095451004219534,13.492232665447016,-1.2063196013271822,0.0,-5.0,0.0,23095,LAND
2.2,HIL_STATE,29.084098753436287,0.0,23.035159164332267,13.513412373772148,-1.2058367977453648,0.0,-5.0,0.0,23035,LAND
2.25,HIL_STATE,29.760817347335415,0.0,22.974892307648304,13.534371877982537,-1.2053371336792666,0.0,-5.0,0.0,22974,LAND
2.3,HIL_STATE,30.438573863145084,0.0,22.914650363917495,13.55513031619336,-1.2048388746162069,0.0,-5.0,0.0,22914,LAND
2.3499999999999996,HIL_STATE,31.11735826581621,0.0,22.85443304366291,13.575688053422542,-1.2043464050916663,0.0,-5.0,0.0,22854,LAND
2.3999999999999995,HIL_STATE,31.797159586116507,0.0,22.79424006828567,13.596026406005882,-1.2038595075448306,0.0,-5.0,0.0,22794,LAND
2.4499999999999993,HIL_STATE,32.4779655637923,0.0,22.73407118419517,13.616119553515912,-1.2033776818099993,0.0,-5.0,0.0,22734,LAND
2.499999999999999,HIL_STATE,33.15976319934251,0.0,22.67392608331239,13.635952711004073,-1.2029020176555654,0.0,-5.0,0.0,22673,LAND
2.549999999999999,HIL_STATE,33.842540012205475,0.0,22.61380432221582,13.6555362572593,-1.2024352219313896,0.0,-5.0,0.0,22613,LAND
2.5999999999999988,HIL_STATE,34.52628536800563,0.0,22.553705306669727,13.674907116003158,-1.201980310921867,0.0,-5.0,0.0,22553,LAND
2.6499999999999986,HIL_STATE,35.21099115229744,0.0,22.493628362407218,13.694115685836218,-1.20153888525014,0.0,-5.0,0.0,22493,LAND
2.6999999999999984,HIL_STATE,35.89665139626043,0.0,22.43357286010549,13.713204879259866,-1.2011100460345858,0.0,-5.0,0.0,22433,LAND
2.7499999999999982,HIL_STATE,36.58453572893864,0.0,22.3970771208994,13.757686653564194,-0.7299147841217941,0.0,-2.0,0.0,22397,LAND
2.799999999999998,HIL_STATE,37.27273702710599,0.0,22.368773935007138,13.764025963346947,-0.56606371784522,0.0,-2.0,0.0,22368,LAND
2.849999999999998,HIL_STATE,37.96079017491086,0.0,22.34329352377082,13.761062956097508,-0.5096082247263135,0.0,-2.0,0.0,22343,LAND
2.8999999999999977,HIL_STATE,38.648560202724134,0.0,22.318773697968805,13.75540055626548,-0.4903965160403622,0.0,-2.0,0.0,22318,LAND
2.9499999999999975,HIL_STATE,39.33600606464241,0.0,22.29456973382593,13.74891723836553,-0.4840792828574888,0.0,-2.0,0.0,22294,LAND
2.9999999999999973,HIL_STATE,40.02311633151972,0.0,22.27045851934786,13.742205337546148,-0.4822242895614627,0.0,-2.0,0.0,22270,LAND
3.049999999999997,HIL_STATE,40.70988880086384,0.0,22.24636292559106,13.735449386882388,-0.48191187513592326,0.0,-2.0,0.0,22246,LAND
3.099999999999997,HIL_STATE,41.39577418318358,0.0,22.19877575247605,13.717707646394953,-0.9517434623002716,0.0,-5.0,0.0,22198,LAND
3.149999999999997,HIL_STATE,42.081746101161485,0.0,22.143054209496146,13.71943835955801,-1.1144308595980938,0.0,-5.0,0.0,22143,LAND
3.1999999999999966,HIL_STATE,42.76833198745521,0.0,22.084520551588465,13.731717725874537,-1.1706731581535943,0.0,-5.0,0.0,22084,LAND
3.2499999999999964,HIL_STATE,43.455734025153205,0.0,22.02502425371787,13.748040753959906,-1.1899259574119176,0.0,-5.0,0.0,22025,LAND
3.2999999999999963,HIL_STATE,44.14402176537155,0.0,21.96520762393835,13.765754804366807,-1.196332595590342,0.0,-5.0,0.0,21965,LAND
3.349999999999996,HIL_STATE,44.833216653861065,0.0,21.905293202815614,13.783897769790407,-1.198288422454744,0.0,-5.0,0.0,21905,LAND
3.399999999999996,HIL_STATE,45.523313711495156,0.0,21.84535864961557,13.801941152681868,-1.1986910640008488,0.0,-5.0,0.0,21845,LAND
3.4499999999999957,HIL_STATE,46.21430216549997,0.0,21.78543046948965,13.81976908009632,-1.1985636025184077,0.0,-5.0,0.0,21785,LAND
3.4999999999999956,HIL_STATE,46.906170192246734,0.0,21.725517427090878,13.837360534935145,-1.1982608479754764,0.0,-5.0,0.0,21725,LAND
3.5499999999999954,HIL_STATE,47.598906119341954,0.0,21.665622205112417,13.854718541904376,-1.1979044395692207,0.0,-5.0,0.0,21665,LAND
3.599999999999995,HIL_STATE,48.29249866341053,0.0,21.605745431114716,13.871850881371474,-1.197535479953993,0.0,-5.0,0.0,21605,LAND
3.649999999999995,HIL_STATE,48.986937074879734,0.0,21.545887041120416,13.888768229384105,-1.1971677998859704,0.0,-5.0,0.0,21545,LAND
3.699999999999995,HIL_STATE,49.68221135890673,0.0,21.486046731465596,13.905485680539874,-1.1968061930964047,0.0,-5.0,0.0,21486,LAND
3.7499999999999947,HIL_STATE,50.37831233464324,0.0,21.426224126641014,13.922019514730293,-1.196452096491623,0.0,-5.0,0.0,21426,LAND
3.7999999999999945,HIL_STATE,51.075231280422756,0.0,21.366418871934265,13.938378915590361,-1.1961050941350064,0.0,-5.0,0.0,21366,LAND
3.8499999999999943,HIL_STATE,51.77295925517114,0.0,21.30663068749958,13.954559494967674,-1.195763688693678,0.0,-5.0,0.0,21306,LAND
3.899999999999994,HIL_STATE,52.47148659302918,0.0,21.24685936194122,13.970546757160792,-1.1954265111672255,0.0,-5.0,0.0,21246,LAND
3.949999999999994,HIL_STATE,53.170803149504096,0.0,21.187104677809224,13.98633112949839,-1.1950936826399006,0.0,-5.0,0.0,21187,LAND
3.999999999999994,HIL_STATE,53.87089945172043,0.0,21.127366311339177,14.001926044326801,-1.1947673294009302,0.0,-5.0,0.0,21127,LAND
4.049999999999994,HIL_STATE,54.5717681921439,0.0,21.0676437845139,14.017374808469333,-1.1944505365054867,0.0,-5.0,0.0,21067,LAND
4.099999999999993,HIL_STATE,55.27340502196758,0.0,21.00793652972101,14.032736596473592,-1.1941450958577888,0.0,-5.0,0.0,21007,LAND
4.149999999999993,HIL_STATE,55.975807795028366,0.0,20.94824405603111,14.04805546121579,-1.193849473797984,0.0,-5.0,0.0,20948,LAND
4.199999999999993,HIL_STATE,56.67897428982033,0.0,20.88856612605723,14.063329895839354,-1.1935585994776279,0.0,-5.0,0.0,20888,LAND
4.249999999999993,HIL_STATE,57.38289947696457,0.0,20.82890282360526,14.078503742884743,-1.1932660490393794,0.0,-5.0,0.0,20828,LAND
4.299999999999993,HIL_STATE,58.08757388068584,0.0,20.76925444523187,14.093488074425442,-1.1929675674678704,0.0,-5.0,0.0,20769,LAND
4.3499999999999925,HIL_STATE,58.792984099585325,0.0,20.70962125621473,14.108204377989734,-1.1926637803427838,0.0,-5.0,0.0,20709,LAND
4.399999999999992,HIL_STATE,59.49911534856734,0.0,20.65000324254073,14.122624979640188,-1.192360273480014,0.0,-5.0,0.0,20650,LAND
4.449999999999992,HIL_STATE,60.20595472673345,0.0,20.590400000206127,14.136787563322256,-1.1920648466920565,0.0,-5.0,0.0,20590,LAND
4.499999999999992,HIL_STATE,60.9134935646732,0.0,20.53081082113467,14.150776758795,-1.1917835814292062,0.0,-5.0,0.0,20530,LAND
4.549999999999992,HIL_STATE,61.62303481100174,0.0,20.496280251899545,14.190824926570698,-0.6906113847024536,0.0,-2.0,0.0,20496,LAND
4.599999999999992,HIL_STATE,62.33260367542525,0.0,20.469925187386494,14.191377288470145,-0.5271012902609955,0.0,-2.0,0.0,20469,LAND
4.6499999999999915,HIL_STATE,63.041771263457264,0.0,20.44620535787628,14.183351760640338,-0.47439659020427377,0.0,-2.0,0.0,20446,LAND
4.699999999999991,HIL_STATE,63.75042025939015,0.0,20.423316566069857,14.17297991865772,-0.45777583612846184,0.0,-2.0,0.0,20423,LAND
4.749999999999991,HIL_STATE,64.45851263490394,0.0,20.40067173300198,14.161847510275718,-0.4528966613575897,0.0,-2.0,0.0,20400,LAND
4.799999999999991,HIL_STATE,65.16603778728927,0.0,20.37807938697042,14.150503047706566,-0.45184692063119386,0.0,-2.0,0.0,20378,LAND
4.849999999999991,HIL_STATE,65.87245866649104,0.0,20.330566337896133,14.128417584035313,-0.9502609814857226,0.0,-5.0,0.0,20330,LAND
4.899999999999991,HIL_STATE,66.57877293073312,0.0,20.274914961499597,14.126285284841655,-1.1130275279307267,0.0,-5.0,0.0,20274,LAND
4.94999999999999,HIL_STATE,67.28550991894302,0.0,20.216605932708756,14.134739764197967,-1.1661805758168036,0.0,-5.0,0.0,20216,LAND
4.99999999999999,HIL_STATE,67.9928646579396,0.0,20.15743511627741,14.147094779931582,-1.183416328626921,0.0,-5.0,0.0,20157,LAND
5.04999999999999,HIL_STATE,68.70090256589602,0.0,20.097991106759135,14.160758159128106,-1.188880190365449,0.0,-5.0,0.0,20097,LAND
5.09999999999999,HIL_STATE,69.40963435502913,0.0,20.03846741346501,14.174635782662177,-1.1904738658825305,0.0,-5.0,0.0,20038,LAND
5.14999999999999,HIL_STATE,70.11905702008185,0.0,19.978926981131654,14.18845330105443,-1.1908086466671015,0.0,-5.0,0.0,19978,LAND
5.1999999999999895,HIL_STATE,70.82916395472928,0.0,19.91939005548727,14.202138692948578,-1.190738512887709,0.0,-5.0,0.0,19919,LAND
5.249999999999989,HIL_STATE,71.53994662139853,0.0,19.859863104012433,14.21565333338493,-1.1905390294967142,0.0,-5.0,0.0,19859,LAND
5.299999999999989,HIL_STATE,72.2513948190459,0.0,19.800348173304812,14.228963952947291,-1.1902986141523941,0.0,-5.0,0.0,19800,LAND
5.349999999999989,HIL_STATE,72.96349802648966,0.0,19.740845773284153,14.242064148875153,-1.190048000413169,0.0,-5.0,0.0,19740,LAND
5.399999999999989,HIL_STATE,73.67624786681968,0.0,19.68135571056488,14.254996806600472,-1.189801254385457,0.0,-5.0,0.0,19681,LAND
5.449999999999989,HIL_STATE,74.38964014339355,0.0,19.621877419248804,14.267845531477414,-1.1895658263214814,0.0,-5.0,0.0,19621,LAND
5.4999999999999885,HIL_STATE,75.10367475152837,0.0,19.562410274913436,14.280692162696576,-1.1893428867073998,0.0,-5.0,0.0,19562,LAND
5.549999999999988,HIL_STATE,75.81835310346777,0.0,19.50295390904202,14.293567038788007,-1.1891273174282895,0.0,-5.0,0.0,19502,LAND
5.599999999999988,HIL_STATE,76.5336630733923,0.0,19.44350936842855,14.306199398490703,-1.1888908122693893,0.0,-5.0,0.0,19443,LAND
5.649999999999988,HIL_STATE,77.24959605050681,0.0,19.384076493016977,14.318659542290153,-1.1886575082314856,0.0,-5.0,0.0,19384,LAND
5.699999999999988,HIL_STATE,77.96614724861047,0.0,19.324654761648212,14.331023962073033,-1.18843462737527,0.0,-5.0,0.0,19324,LAND
5.749999999999988,HIL_STATE,78.68331266232818,0.0,19.265243852675095,14.343308274354314,-1.1882181794623583,0.0,-5.0,0.0,19265,LAND
5.799999999999987,HIL_STATE,79.4010857323344,0.0,19.20584380822618,14.355461400124252,-1.1880008889782585,0.0,-5.0,0.0,19205,LAND
5.849999999999987,HIL_STATE,80.12077861341203,0.0,19.172222417111968,14.393857621552579,-0.6724278222842791,0.0,-2.0,0.0,19172,LAND
5.899999999999987,HIL_STATE,80.84036586515172,0.0,19.146755131348336,14.391745034793807,-0.5093457152726282,0.0,-2.0,0.0,19146,LAND
5.949999999999987,HIL_STATE,81.5594170724109,0.0,19.123832118772388,14.381024145183357,-0.4584602515189254,0.0,-2.0,0.0,19123,LAND
5.999999999999987,HIL_STATE,82.2778214231713,0.0,19.101680438723584,14.368087015208285,-0.4430336009760762,0.0,-2.0,0.0,19101,LAND
6.0499999999999865,HIL_STATE,82.9955521621428,0.0,19.079740014721526,14.35461477942991,-0.4388084800411144,0.0,-2.0,0.0,19079,LAND
6.099999999999986,HIL_STATE,83.7126072630887,0.0,19.057833925702866,14.341102018917896,-0.43812178037323085,0.0,-2.0,0.0,19057,LAND
6.149999999999986,HIL_STATE,84.42846016474726,0.0,19.01032468225877,14.317058033171243,-0.9501848688819687,0.0,-5.0,0.0,19010,LAND
6.199999999999986,HIL_STATE,85.1451838291086,0.0,18.980260572369602,14.334473287226876,-0.6012821977833569,0.0,-2.0,0.0,18980,LAND
6.249999999999986,HIL_STATE,85.8616167536207,0.0,18.955740411099157,14.32865849024174,-0.4904032254088726,0.0,-2.0,0.0,18955,LAND
6.299999999999986,HIL_STATE,86.57748960208082,0.0,18.932956255139267,14.317456969202343,-0.45568311919779547,0.0,-2.0,0.0,18932,LAND
6.349999999999985,HIL_STATE,87.29273206107341,0.0,18.910694306230955,14.304849179851775,-0.445238978166229,0.0,-2.0,0.0,18910,LAND
6.399999999999985,HIL_STATE,88.0073286116197,0.0,18.888567715386635,14.291931010925834,-0.44253181688635523,0.0,-2.0,0.0,18888,LAND
6.449999999999985,HIL_STATE,88.72127918350282,0.0,18.866453290494675,14.279011437662382,-0.4422884978391853,0.0,-2.0,0.0,18866,LAND
6.499999999999985,HIL_STATE,89.43458702410116,0.0,18.8443119799498,14.266156811966933,-0.4428262108975147,0.0,-2.0,0.0,18844,LAND
6.549999999999985,HIL_STATE,90.14725580191723,0.0,18.822131529797076,14.253375556321188,-0.44360900305445633,0.0,-2.0,0.0,18822,LAND
6.5999999999999845,HIL_STATE,90.85929007868157,0.0,18.799908159551915,14.24068553528689,-0.44446740490319087,0.0,-2.0,0.0,18799,LAND
6.649999999999984,HIL_STATE,91.57069614647652,0.0,18.777640785680934,14.228121355899088,-0.4453474774196524,0.0,-2.0,0.0,18777,LAND
6.699999999999984,HIL_STATE,92.2814817159286,0.0,18.75532927391768,14.215711389041749,-0.44623023526507716,0.0,-2.0,0.0,18755,LAND
6.749999999999984,HIL_STATE,92.99112060220752,0.0,18.707835168738686,14.192777725578248,-0.9498821035799001,0.0,-5.0,0.0,18707,LAND
6.799999999999984,HIL_STATE,93.70061317246211,0.0,18.652195295940203,14.189851405091803,-1.1127974559696443,0.0,-5.0,0.0,18652,LAND
6.849999999999984,HIL_STATE,94.41048379737592,0.0,18.593920251594447,14.197412498275957,-1.16550088691509,0.0,-5.0,0.0,18593,LAND
6.8999999999999835,HIL_STATE,95.12091905420564,0.0,18.53479865680808,14.208705136594578,-1.1824318957273712,0.0,-5.0,0.0,18534,LAND
6.949999999999983,HIL_STATE,95.83197826672277,0.0,18.47541099526832,14.221184250342452,-1.1877532307952163,0.0,-5.0,0.0,18475,LAND
6.999999999999983,HIL_STATE,96.54367913777216,0.0,18.415945217055977,14.234017420987891,-1.1893155642468132,0.0,-5.0,0.0,18415,LAND
7.049999999999983,HIL_STATE,97.25602593523246,0.0,18.356462003788366,14.246935949205984,-1.189664265352264,0.0,-5.0,0.0,18356,LAND
7.099999999999983,HIL_STATE,97.96901703634045,0.0,18.296981000368145,14.259822022159888,-1.1896200684044285,0.0,-5.0,0.0,18296,LAND
7.149999999999983,HIL_STATE,98.68264659632304,0.0,18.237508694744147,14.272591199651853,-1.189446112479954,0.0,-5.0,0.0,18237,LAND
7.199999999999982,HIL_STATE,99.3969058481453,0.0,18.1780472710147,14.285185036445224,-1.18922847458891,0.0,-5.0,0.0,18178,LAND
7.249999999999982,HIL_STATE,100.1131022630886,0.0,18.144115179118213,14.323928298866225,-0.6786418379297502,0.0,-2.0,0.0,18144,LAND
7.299999999999982,HIL_STATE,100.82922782348238,0.0,18.11834480621732,14.32251120787545,-0.5154074580178928,0.0,-2.0,0.0,18118,LAND
7.349999999999982,HIL_STATE,101.5448530267193,0.0,18.09514948072195,14.312504064738224,-0.463906509907384,0.0,-2.0,0.0,18095,LAND
7.399999999999982,HIL_STATE,102.25931036141375,0.0,18.0472625362818,14.289146693889148,-0.9577388888030423,0.0,-5.0,0.0,18047,LAND
7.4499999999999815,HIL_STATE,102.97360149864464,0.0,17.9915027228061,14.285822744617661,-1.1151962695139828,0.0,-5.0,0.0,17991,LAND
7.499999999999981,HIL_STATE,103.688234739722,0.0,17.93323201582304,14.292664821547366,-1.1654141396611895,0.0,-5.0,0.0,17933,LAND
7.549999999999981,HIL_STATE,104.40338699648478,0.0,17.87416586571641,14.303045135255525,-1.1813230021326426,0.0,-5.0,0.0,17874,LAND
7.599999999999981,HIL_STATE,105.11911340081389,0.0,17.81485301957339,14.314528086582023,-1.186256922860362,0.0,-5.0,0.0,17814,LAND
7.649999999999981,HIL_STATE,105.83543055794503,0.0,17.75546856090749,14.326343142622841,-1.1876891733179922,0.0,-5.0,0.0,17755,LAND
7.699999999999981,HIL_STATE,106.55234330520226,0.0,17.696068164839375,14.338254945144474,-1.1880079213623116,0.0,-5.0,0.0,17696,LAND
7.7499999999999805,HIL_STATE,107.26985121042442,0.0,17.6366696088694,14.350158104443205,-1.187971119399485,0.0,-5.0,0.0,17636,LAND
7.79999999999998,HIL_STATE,107.98794931878759,0.0,17.577278762588385,14.361962167263366,-1.187816925620294,0.0,-5.0,0.0,17577,LAND
7.84999999999998,HIL_STATE,108.70795177122673,0.0,17.54368767572312,14.400049048782908,-0.6718217373052938,0.0,-2.0,0.0,17543,LAND
7.89999999999998,HIL_STATE,109.427834025414,0.0,17.518248415293208,14.397645083745465,-0.5087852085982549,0.0,-2.0,0.0,17518,LAND
7.94999999999998,HIL_STATE,110.14716746406278,0.0,17.49534956155472,14.386668772975495,-0.4579770747698186,0.0,-2.0,0.0,17495,LAND
7.99999999999998,HIL_STATE,110.86584083361875,0.0,17.473219536863223,14.373467391119455,-0.4426004938298798,0.0,-2.0,0.0,17473,LAND
8.04999999999998,HIL_STATE,111.58382386474557,0.0,17.45129928243105,14.359660622536278,-0.4384050886434336,0.0,-2.0,0.0,17451,LAND
8.09999999999998,HIL_STATE,112.30110865182937,0.0,17.42941226376189,14.345695741675959,-0.43774037338327043,0.0,-2.0,0.0,17429,LAND
8.14999999999998,HIL_STATE,113.01769325284681,0.0,17.40750269812547,14.331692020348978,-0.4381913127283966,0.0,-2.0,0.0,17407,LAND
8.199999999999982,HIL_STATE,113.73357867304487,0.0,17.385552878893293,14.31770840396125,-0.4389963846435001,0.0,-2.0,0.0,17385,LAND
8.249999999999982,HIL_STATE,114.44877012678651,0.0,17.36355710470962,14.303829074832866,-0.4399154836734416,0.0,-2.0,0.0,17363,LAND
8.299999999999983,HIL_STATE,115.16327795414612,0.0,17.341513604459966,14.290156547192352,-0.4408700049930804,0.0,-2.0,0.0,17341,LAND
8.349999999999984,HIL_STATE,115.87711587824984,0.0,17.31942214562227,14.276758482074257,-0.4418291767538977,0.0,-2.0,0.0,17319,LAND
8.399999999999984,HIL_STATE,116.59029684066576,0.0,17.297283287293812,14.263619248318399,-0.44277716656912414,0.0,-2.0,0.0,17297,LAND
8.449999999999985,HIL_STATE,117.30282873154762,0.0,17.275097952987053,14.250637817637138,-0.44370668613520164,0.0,-2.0,0.0,17275,LAND
8.499999999999986,HIL_STATE,118.01471271665535,0.0,17.252867003158176,14.23767970215474,-0.44461899657755566,0.0,-2.0,0.0,17252,LAND
8.549999999999986,HIL_STATE,118.72594532626026,0.0,17.230590888368642,14.224652192098254,-0.4455222957906494,0.0,-2.0,0.0,17230,LAND
8.599999999999987,HIL_STATE,119.43652311671879,0.0,17.20826954686448,14.21155580917053,-0.446426830083236,0.0,-2.0,0.0,17208,LAND
8.649999999999988,HIL_STATE,120.14644719832242,0.0,17.18590259634909,14.198481632072506,-0.44733901030771445,0.0,-2.0,0.0,17185,LAND
8.699999999999989,HIL_STATE,120.85572523921294,0.0,17.163489697521804,14.18556081781057,-0.448257976545723,0.0,-2.0,0.0,17163,LAND
8.74999999999999,HIL_STATE,121.56437036109728,0.0,17.141030874423183,14.172902437686616,-0.4491764619724419,0.0,-2.0,0.0,17141,LAND
8.79999999999999,HIL_STATE,122.2718631820467,0.0,17.093539538745873,14.14985641898863,-0.9498267135462473,0.0,-5.0,0.0,17093,LAND
8.84999999999999,HIL_STATE,122.97921110286462,0.0,17.037899210837924,14.14695841635861,-1.1128065581589317,0.0,-5.0,0.0,17037,LAND
8.899999999999991,HIL_STATE,123.6869488248734,0.0,16.9796052512522,14.15475444017534,-1.1658791917145315,0.0,-5.0,0.0,16979,LAND
8.949999999999992,HIL_STATE,124.3952740619943,0.0,16.92045274379647,14.166504742418073,-1.1830501491145562,0.0,-5.0,0.0,16920,LAND
8.999999999999993,HIL_STATE,125.10425583780223,0.0,16.86102816742437,14.17963551615862,-1.188491527442004,0.0,-5.0,0.0,16861,LAND
9.049999999999994,HIL_STATE,125.81391954823287,0.0,16.801522859492717,14.193274208612827,-1.1901061586330555,0.0,-5.0,0.0,16801,LAND
9.099999999999994,HIL_STATE,126.52426674591423,0.0,16.741999958381594,14.206943953627203,-1.19045802222249,0.0,-5.0,0.0,16741,LAND
9.149999999999995,HIL_STATE,127.23528449961614,0.0,16.682480723338358,14.2203550740383,-1.1903847008647175,0.0,-5.0,0.0,16682,LAND
9.199999999999996,HIL_STATE,127.94696151815211,0.0,16.62297153827532,14.233540370719398,-1.1901837012607663,0.0,-5.0,0.0,16622,LAND
9.249999999999996,HIL_STATE,128.65928867820455,0.0,16.5634740523153,14.246543201048983,-1.189949719200354,0.0,-5.0,0.0,16563,LAND
9.299999999999997,HIL_STATE,129.37225792548855,0.0,16.503988542525246,14.259384945680196,-1.1897101958010667,0.0,-5.0,0.0,16503,LAND
9.349999999999998,HIL_STATE,130.08586127876833,0.0,16.444514954903713,14.27206706559552,-1.1894717524306735,0.0,-5.0,0.0,16444,LAND
