issue_utc,head,hours,start_jst,end_jst,continued,n_regions,max_mm,regions
2026-09-19T07:57:00Z,神奈川県気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,2,100.0,東部 80ミリ; 西部 100ミリ
2026-09-19T07:57:00Z,神奈川県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,2,200.0,東部 150ミリ; 西部 200ミリ
2026-09-19T07:57:00Z,神奈川県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,150.0,東部 120ミリ; 西部 150ミリ
2026-09-19T08:14:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,40.0,中部 30ミリ; 伊豆 40ミリ; 東部 40ミリ; 西部 30ミリ
2026-09-19T08:14:00Z,静岡県気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,4,120.0,中部 80ミリ; 伊豆 120ミリ; 東部 120ミリ; 西部 60ミリ
2026-09-19T08:14:00Z,静岡県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,4,300.0,中部 150ミリ; 伊豆 300ミリ; 東部 200ミリ; 西部 120ミリ
2026-09-19T08:14:00Z,静岡県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,4,150.0,中部 80ミリ; 伊豆 150ミリ; 東部 150ミリ; 西部 60ミリ
2026-09-19T08:14:00Z,東京都気象解説情報（台風第２５号）,1,,,False,2,30.0,伊豆諸島北部 30ミリ; 伊豆諸島南部 30ミリ
2026-09-19T08:14:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,40.0,伊豆諸島北部 40ミリ; 伊豆諸島南部 40ミリ; 東京地方 40ミリ
2026-09-19T08:14:00Z,東京都気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,3,150.0,伊豆諸島北部 150ミリ; 伊豆諸島南部 150ミリ; 東京地方 80ミリ
2026-09-19T08:14:00Z,東京都気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,3,300.0,伊豆諸島北部 300ミリ; 伊豆諸島南部 300ミリ; 東京地方 200ミリ
2026-09-19T08:14:00Z,東京都気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,120.0,伊豆諸島北部 100ミリ; 伊豆諸島南部 120ミリ; 東京地方 100ミリ
2026-09-19T08:41:00Z,栃木県気象解説情報（台風第２５号）,1,,,False,2,40.0,北部 40ミリ; 南部 40ミリ
2026-09-19T08:41:00Z,栃木県気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,2,50.0,北部 50ミリ; 南部 50ミリ
2026-09-19T08:41:00Z,栃木県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,2,120.0,北部 120ミリ; 南部 120ミリ
2026-09-19T08:41:00Z,栃木県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,120.0,北部 120ミリ; 南部 120ミリ
2026-09-19T08:46:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,40.0,北東部 40ミリ; 北西部 40ミリ; 南部 40ミリ
2026-09-19T08:46:00Z,千葉県気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,3,150.0,北東部 150ミリ; 北西部 100ミリ; 南部 150ミリ
2026-09-19T08:46:00Z,千葉県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,3,300.0,北東部 300ミリ; 北西部 300ミリ; 南部 300ミリ
2026-09-19T08:46:00Z,千葉県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,200.0,北東部 200ミリ; 北西部 200ミリ; 南部 200ミリ
2026-09-19T08:47:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,40.0,北部 40ミリ; 南部 40ミリ
2026-09-19T08:47:00Z,茨城県気象解説情報（台風第２５号）,24,09/19 18:00,09/20 18:00,False,2,100.0,北部 80ミリ; 南部 100ミリ
2026-09-19T08:47:00Z,茨城県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,True,2,150.0,北部 150ミリ; 南部 150ミリ
2026-09-19T08:47:00Z,茨城県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,200.0,北部 200ミリ; 南部 200ミリ
2026-09-19T20:04:00Z,全般気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,3,250.0,伊豆諸島 250ミリ; 東海地方 150ミリ; 関東地方 200ミリ
2026-09-19T20:04:00Z,全般気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,4,400.0,伊豆諸島 400ミリ; 東北地方 200ミリ; 東海地方 300ミリ; 関東地方 400ミリ
2026-09-19T20:20:00Z,東海地方気象解説情報（台風第２５号）,1,,,False,1,40.0,静岡県 40ミリ
2026-09-19T20:20:00Z,東海地方気象解説情報（台風第２５号）,1,,,False,2,60.0,三重県 30ミリ; 静岡県 60ミリ
2026-09-19T20:20:00Z,東海地方気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,150.0,三重県 100ミリ; 静岡県 150ミリ
2026-09-19T20:20:00Z,東海地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,300.0,三重県 80ミリ; 静岡県 300ミリ
2026-09-19T20:24:00Z,東北地方気象解説情報（台風第２５号）,1,,,False,2,50.0,東北太平洋側 50ミリ; 東北日本海側 30ミリ
2026-09-19T20:24:00Z,東北地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,200.0,東北太平洋側 200ミリ; 東北日本海側 100ミリ
2026-09-19T20:46:00Z,岩手県気象解説情報（台風第２５号）,1,,,False,3,30.0,内陸 30ミリ; 沿岸北部 30ミリ; 沿岸南部 30ミリ
2026-09-19T20:46:00Z,岩手県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,80.0,内陸 80ミリ; 沿岸北部 80ミリ; 沿岸南部 80ミリ
2026-09-19T20:47:00Z,宮城県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-19T20:47:00Z,宮城県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,120.0,東部 120ミリ; 西部 120ミリ
2026-09-19T20:47:00Z,福島県気象解説情報（台風第２５号）,1,,,False,3,50.0,中通り 50ミリ; 会津 30ミリ; 浜通り 50ミリ
2026-09-19T20:47:00Z,福島県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,200.0,中通り 150ミリ; 会津 100ミリ; 浜通り 200ミリ
2026-09-19T20:57:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,40.0,中部 20ミリ; 伊豆 40ミリ; 東部 30ミリ; 西部 20ミリ
2026-09-19T20:57:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,60.0,中部 40ミリ; 伊豆 60ミリ; 東部 60ミリ; 西部 40ミリ
2026-09-19T20:57:00Z,静岡県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,4,150.0,中部 60ミリ; 伊豆 150ミリ; 東部 120ミリ; 西部 40ミリ
2026-09-19T20:57:00Z,静岡県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,4,300.0,中部 100ミリ; 伊豆 300ミリ; 東部 300ミリ; 西部 100ミリ
2026-09-19T21:00:00Z,長野県気象解説情報（台風第２５号）,1,,,False,3,30.0,中部 30ミリ; 北部 20ミリ; 南部 30ミリ
2026-09-19T21:00:00Z,長野県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,100.0,中部 100ミリ; 北部 80ミリ; 南部 80ミリ
2026-09-19T21:02:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,40.0,伊豆諸島 40ミリ; 甲信地方 30ミリ; 関東地方北部 40ミリ; 関東地方南部 40ミリ
2026-09-19T21:02:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,70.0,伊豆諸島 70ミリ; 甲信地方 40ミリ; 関東地方北部 50ミリ; 関東地方南部 70ミリ
2026-09-19T21:02:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,4,250.0,伊豆諸島 250ミリ; 甲信地方 80ミリ; 関東地方北部 100ミリ; 関東地方南部 200ミリ
2026-09-19T21:02:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,4,400.0,伊豆諸島 400ミリ; 甲信地方 150ミリ; 関東地方北部 200ミリ; 関東地方南部 400ミリ
2026-09-19T21:06:00Z,三重県気象解説情報（台風第２５号）,1,,,False,2,30.0,北中部 25ミリ; 南部 30ミリ
2026-09-19T21:06:00Z,三重県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,100.0,北中部 80ミリ; 南部 100ミリ
2026-09-19T21:06:00Z,三重県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,80.0,北中部 80ミリ; 南部 80ミリ
2026-09-19T21:09:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-19T21:09:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,50.0,東部 50ミリ; 西部 50ミリ
2026-09-19T21:09:00Z,神奈川県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,150.0,東部 120ミリ; 西部 150ミリ
2026-09-19T21:09:00Z,神奈川県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,200.0,東部 150ミリ; 西部 200ミリ
2026-09-19T21:17:00Z,埼玉県気象解説情報（台風第２５号）,1,,,False,3,30.0,北部 30ミリ; 南部 30ミリ; 秩父地方 30ミリ
2026-09-19T21:17:00Z,埼玉県気象解説情報（台風第２５号）,1,,,False,3,60.0,北部 60ミリ; 南部 60ミリ; 秩父地方 60ミリ
2026-09-19T21:17:00Z,埼玉県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,3,120.0,北部 120ミリ; 南部 120ミリ; 秩父地方 120ミリ
2026-09-19T21:17:00Z,埼玉県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,3,200.0,北部 200ミリ; 南部 200ミリ; 秩父地方 200ミリ
2026-09-19T21:24:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,40.0,伊豆諸島北部 40ミリ; 伊豆諸島南部 40ミリ; 東京地方 30ミリ
2026-09-19T21:24:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,70.0,伊豆諸島北部 70ミリ; 伊豆諸島南部 70ミリ; 東京地方 60ミリ
2026-09-19T21:24:00Z,東京都気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,3,250.0,伊豆諸島北部 250ミリ; 伊豆諸島南部 250ミリ; 東京地方 120ミリ
2026-09-19T21:24:00Z,東京都気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,3,400.0,伊豆諸島北部 400ミリ; 伊豆諸島南部 400ミリ; 東京地方 200ミリ
2026-09-19T21:27:00Z,栃木県気象解説情報（台風第２５号）,1,,,False,2,30.0,北部 30ミリ; 南部 30ミリ
2026-09-19T21:27:00Z,栃木県気象解説情報（台風第２５号）,1,,,False,2,50.0,北部 50ミリ; 南部 50ミリ
2026-09-19T21:27:00Z,栃木県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,80.0,北部 80ミリ; 南部 80ミリ
2026-09-19T21:27:00Z,栃木県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,120.0,北部 120ミリ; 南部 120ミリ
2026-09-19T21:32:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,40.0,北部 30ミリ; 南部 40ミリ
2026-09-19T21:32:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,50.0,北部 50ミリ; 南部 50ミリ
2026-09-19T21:32:00Z,茨城県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,100.0,北部 80ミリ; 南部 100ミリ
2026-09-19T21:32:00Z,茨城県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,200.0,北部 200ミリ; 南部 200ミリ
2026-09-19T21:36:00Z,群馬県気象解説情報（台風第２５号）,1,,,False,2,30.0,北部 30ミリ; 南部 30ミリ
2026-09-19T21:36:00Z,群馬県気象解説情報（台風第２５号）,1,,,False,2,50.0,北部 50ミリ; 南部 50ミリ
2026-09-19T21:36:00Z,群馬県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,2,70.0,北部 70ミリ; 南部 70ミリ
2026-09-19T21:36:00Z,群馬県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,2,100.0,北部 100ミリ; 南部 100ミリ
2026-09-19T21:49:00Z,山梨県気象解説情報（台風第２５号）,1,,,False,5,30.0,中北地域 30ミリ; 富士五湖 30ミリ; 峡南地域 30ミリ; 峡東地域 30ミリ; 東部 30ミリ
2026-09-19T21:49:00Z,山梨県気象解説情報（台風第２５号）,1,,,False,5,40.0,中北地域 40ミリ; 富士五湖 40ミリ; 峡南地域 40ミリ; 峡東地域 40ミリ; 東部 40ミリ
2026-09-19T21:49:00Z,山梨県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,5,80.0,中北地域 60ミリ; 富士五湖 80ミリ; 峡南地域 60ミリ; 峡東地域 60ミリ; 東部 80ミリ
2026-09-19T21:49:00Z,山梨県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,5,150.0,中北地域 120ミリ; 富士五湖 150ミリ; 峡南地域 120ミリ; 峡東地域 120ミリ; 東部 150ミリ
2026-09-19T22:10:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,40.0,北東部 40ミリ; 北西部 40ミリ; 南部 40ミリ
2026-09-19T22:10:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,70.0,北東部 60ミリ; 北西部 60ミリ; 南部 70ミリ
2026-09-19T22:10:00Z,千葉県気象解説情報（台風第２５号）,24,09/20 06:00,09/21 06:00,False,3,200.0,北東部 200ミリ; 北西部 150ミリ; 南部 200ミリ
2026-09-19T22:10:00Z,千葉県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,True,3,400.0,北東部 300ミリ; 北西部 300ミリ; 南部 400ミリ
2026-09-20T02:00:00Z,全般気象解説情報（台風第２５号）,24,09/20 12:00,09/21 12:00,False,4,300.0,伊豆諸島 300ミリ; 東北地方 80ミリ; 東海地方 300ミリ; 関東地方 200ミリ
2026-09-20T02:00:00Z,全般気象解説情報（台風第２５号）,24,09/21 12:00,09/22 12:00,True,4,300.0,伊豆諸島 300ミリ; 東北地方 200ミリ; 東海地方 200ミリ; 関東地方 300ミリ
2026-09-20T02:29:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,40.0,伊豆諸島 40ミリ; 甲信地方 30ミリ; 関東地方北部 40ミリ; 関東地方南部 40ミリ
2026-09-20T02:29:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,70.0,伊豆諸島 70ミリ; 甲信地方 50ミリ; 関東地方北部 50ミリ; 関東地方南部 70ミリ
2026-09-20T02:29:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/20 12:00,09/21 12:00,False,4,300.0,伊豆諸島 300ミリ; 甲信地方 100ミリ; 関東地方北部 120ミリ; 関東地方南部 200ミリ
2026-09-20T02:29:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/21 12:00,09/22 12:00,True,4,300.0,伊豆諸島 300ミリ; 甲信地方 150ミリ; 関東地方北部 200ミリ; 関東地方南部 300ミリ
2026-09-20T02:33:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,40.0,北東部 40ミリ; 北西部 40ミリ; 南部 40ミリ
2026-09-20T02:33:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,70.0,北東部 60ミリ; 北西部 60ミリ; 南部 70ミリ
2026-09-20T02:33:00Z,千葉県気象解説情報（台風第２５号）,24,09/20 12:00,09/21 12:00,False,3,200.0,北東部 200ミリ; 北西部 150ミリ; 南部 200ミリ
2026-09-20T02:33:00Z,千葉県気象解説情報（台風第２５号）,24,09/21 12:00,09/22 12:00,True,3,300.0,北東部 200ミリ; 北西部 200ミリ; 南部 300ミリ
2026-09-20T02:45:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,40.0,伊豆諸島北部 40ミリ; 伊豆諸島南部 40ミリ; 東京地方 30ミリ
2026-09-20T02:45:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,70.0,伊豆諸島北部 70ミリ; 伊豆諸島南部 70ミリ; 東京地方 60ミリ
2026-09-20T02:45:00Z,東京都気象解説情報（台風第２５号）,24,09/20 12:00,09/21 12:00,False,3,300.0,伊豆諸島北部 300ミリ; 伊豆諸島南部 200ミリ; 東京地方 150ミリ
2026-09-20T02:45:00Z,東京都気象解説情報（台風第２５号）,24,09/21 12:00,09/22 12:00,True,3,300.0,伊豆諸島北部 300ミリ; 伊豆諸島南部 300ミリ; 東京地方 200ミリ
2026-09-20T07:17:00Z,東北地方気象解説情報（台風第２５号）,1,,,False,2,50.0,東北太平洋側 50ミリ; 東北日本海側 30ミリ
2026-09-20T07:17:00Z,東北地方気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,200.0,東北太平洋側 200ミリ; 東北日本海側 50ミリ
2026-09-20T07:17:00Z,東北地方気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,100.0,東北太平洋側 100ミリ; 東北日本海側 80ミリ
2026-09-20T07:24:00Z,岩手県気象解説情報（台風第２５号）,1,,,False,3,30.0,内陸 30ミリ; 沿岸北部 30ミリ; 沿岸南部 30ミリ
2026-09-20T07:24:00Z,岩手県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,60.0,内陸 60ミリ; 沿岸北部 60ミリ; 沿岸南部 60ミリ
2026-09-20T07:24:00Z,岩手県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,60.0,内陸 60ミリ; 沿岸北部 60ミリ; 沿岸南部 60ミリ
2026-09-20T07:28:00Z,宮城県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-20T07:28:00Z,宮城県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,120.0,東部 120ミリ; 西部 120ミリ
2026-09-20T07:28:00Z,宮城県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,80.0,東部 80ミリ; 西部 80ミリ
2026-09-20T07:29:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,40.0,伊豆諸島 40ミリ; 甲信地方 30ミリ; 関東地方北部 40ミリ; 関東地方南部 40ミリ
2026-09-20T07:29:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,70.0,伊豆諸島 70ミリ; 甲信地方 50ミリ; 関東地方北部 60ミリ; 関東地方南部 70ミリ
2026-09-20T07:29:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,4,350.0,伊豆諸島 350ミリ; 甲信地方 130ミリ; 関東地方北部 150ミリ; 関東地方南部 300ミリ
2026-09-20T07:29:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,4,150.0,伊豆諸島 100ミリ; 甲信地方 100ミリ; 関東地方北部 150ミリ; 関東地方南部 150ミリ
2026-09-20T07:32:00Z,福島県気象解説情報（台風第２５号）,1,,,False,3,50.0,中通り 50ミリ; 会津 30ミリ; 浜通り 50ミリ
2026-09-20T07:32:00Z,福島県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,200.0,中通り 150ミリ; 会津 50ミリ; 浜通り 200ミリ
2026-09-20T07:32:00Z,福島県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,100.0,中通り 100ミリ; 会津 80ミリ; 浜通り 100ミリ
2026-09-20T07:35:00Z,東海地方気象解説情報（台風第２５号）,1,,,False,1,30.0,静岡県 30ミリ
2026-09-20T07:35:00Z,東海地方気象解説情報（台風第２５号）,1,,,False,2,80.0,三重県 30ミリ; 静岡県 80ミリ
2026-09-20T07:35:00Z,東海地方気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,300.0,三重県 100ミリ; 静岡県 300ミリ
2026-09-20T07:35:00Z,東海地方気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,1,150.0,静岡県 150ミリ
2026-09-20T07:38:00Z,埼玉県気象解説情報（台風第２５号）,1,,,False,3,30.0,北部 30ミリ; 南部 30ミリ; 秩父地方 30ミリ
2026-09-20T07:38:00Z,埼玉県気象解説情報（台風第２５号）,1,,,False,3,60.0,北部 60ミリ; 南部 60ミリ; 秩父地方 60ミリ
2026-09-20T07:38:00Z,埼玉県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,200.0,北部 200ミリ; 南部 200ミリ; 秩父地方 200ミリ
2026-09-20T07:38:00Z,埼玉県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,120.0,北部 120ミリ; 南部 120ミリ; 秩父地方 120ミリ
2026-09-20T08:02:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,30.0,中部 20ミリ; 伊豆 30ミリ; 東部 30ミリ; 西部 20ミリ
2026-09-20T08:02:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,80.0,中部 50ミリ; 伊豆 80ミリ; 東部 60ミリ; 西部 50ミリ
2026-09-20T08:02:00Z,静岡県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,4,300.0,中部 150ミリ; 伊豆 300ミリ; 東部 200ミリ; 西部 150ミリ
2026-09-20T08:02:00Z,静岡県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,4,150.0,中部 80ミリ; 伊豆 150ミリ; 東部 150ミリ; 西部 80ミリ
2026-09-20T08:06:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,40.0,伊豆諸島 40ミリ; 甲信地方 30ミリ; 関東地方北部 40ミリ; 関東地方南部 40ミリ
2026-09-20T08:06:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,70.0,伊豆諸島 70ミリ; 甲信地方 50ミリ; 関東地方北部 60ミリ; 関東地方南部 70ミリ
2026-09-20T08:06:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,4,350.0,伊豆諸島 350ミリ; 甲信地方 130ミリ; 関東地方北部 150ミリ; 関東地方南部 300ミリ
2026-09-20T08:06:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,4,150.0,伊豆諸島 100ミリ; 甲信地方 100ミリ; 関東地方北部 150ミリ; 関東地方南部 150ミリ
2026-09-20T08:08:00Z,全般気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,4,350.0,伊豆諸島 350ミリ; 東北地方 200ミリ; 東海地方 300ミリ; 関東地方 300ミリ
2026-09-20T08:08:00Z,全般気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,4,150.0,伊豆諸島 100ミリ; 東北地方 100ミリ; 東海地方 150ミリ; 関東地方 150ミリ
2026-09-20T08:13:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-20T08:13:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,50.0,東部 50ミリ; 西部 50ミリ
2026-09-20T08:13:00Z,神奈川県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,200.0,東部 150ミリ; 西部 200ミリ
2026-09-20T08:13:00Z,神奈川県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,120.0,東部 100ミリ; 西部 120ミリ
2026-09-20T08:14:00Z,長野県気象解説情報（台風第２５号）,1,,,False,3,30.0,中部 30ミリ; 北部 20ミリ; 南部 20ミリ
2026-09-20T08:14:00Z,長野県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,80.0,中部 80ミリ; 北部 60ミリ; 南部 60ミリ
2026-09-20T08:14:00Z,長野県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,80.0,中部 60ミリ; 北部 80ミリ; 南部 30ミリ
2026-09-20T08:19:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,40.0,伊豆諸島北部 40ミリ; 伊豆諸島南部 40ミリ; 東京地方 30ミリ
2026-09-20T08:19:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,70.0,伊豆諸島北部 70ミリ; 伊豆諸島南部 70ミリ; 東京地方 60ミリ
2026-09-20T08:19:00Z,東京都気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,350.0,伊豆諸島北部 350ミリ; 伊豆諸島南部 350ミリ; 東京地方 200ミリ
2026-09-20T08:19:00Z,東京都気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,120.0,伊豆諸島北部 100ミリ; 東京地方 120ミリ
2026-09-20T08:22:00Z,群馬県気象解説情報（台風第２５号）,1,,,False,2,50.0,北部 40ミリ; 南部 50ミリ
2026-09-20T08:22:00Z,群馬県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,120.0,北部 100ミリ; 南部 120ミリ
2026-09-20T08:22:00Z,群馬県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,80.0,北部 60ミリ; 南部 80ミリ
2026-09-20T08:25:00Z,三重県気象解説情報（台風第２５号）,1,,,False,2,30.0,北中部 30ミリ; 南部 30ミリ
2026-09-20T08:25:00Z,三重県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,100.0,北中部 80ミリ; 南部 100ミリ
2026-09-20T08:31:00Z,栃木県気象解説情報（台風第２５号）,1,,,False,2,50.0,北部 50ミリ; 南部 50ミリ
2026-09-20T08:31:00Z,栃木県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,120.0,北部 120ミリ; 南部 120ミリ
2026-09-20T08:31:00Z,栃木県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,80.0,北部 80ミリ; 南部 80ミリ
2026-09-20T08:36:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,40.0,北東部 40ミリ; 北西部 40ミリ; 南部 40ミリ
2026-09-20T08:36:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,70.0,北東部 70ミリ; 北西部 70ミリ; 南部 70ミリ
2026-09-20T08:36:00Z,千葉県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,3,300.0,北東部 300ミリ; 北西部 300ミリ; 南部 300ミリ
2026-09-20T08:36:00Z,千葉県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,3,150.0,北東部 150ミリ; 北西部 150ミリ; 南部 150ミリ
2026-09-20T08:50:00Z,山梨県気象解説情報（台風第２５号）,1,,,False,5,30.0,中北地域 30ミリ; 富士五湖 30ミリ; 峡南地域 30ミリ; 峡東地域 30ミリ; 東部 30ミリ
2026-09-20T08:50:00Z,山梨県気象解説情報（台風第２５号）,1,,,False,5,50.0,中北地域 50ミリ; 富士五湖 50ミリ; 峡南地域 50ミリ; 峡東地域 50ミリ; 東部 50ミリ
2026-09-20T08:50:00Z,山梨県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,5,130.0,中北地域 100ミリ; 富士五湖 130ミリ; 峡南地域 100ミリ; 峡東地域 100ミリ; 東部 130ミリ
2026-09-20T08:50:00Z,山梨県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,5,100.0,中北地域 80ミリ; 富士五湖 100ミリ; 峡南地域 80ミリ; 峡東地域 80ミリ; 東部 100ミリ
2026-09-20T08:51:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,40.0,北部 30ミリ; 南部 40ミリ
